OBS,Latitude,Longitude,july_min,jan_max,prec,evap,soil,wind
AGRY1032410,-33.896,19.24783333,1.57,36.73,458.79,0.16,0.45,3.73
AGRY1032414,-33.90533333,19.235,1.57,36.73,458.79,0.16,0.45,3.73
AGRY1032415,-33.90983333,19.23283333,1.57,36.73,458.79,0.16,0.45,3.73
AGRY1072820,-33.959,19.2425,1.57,36.73,458.79,0.16,0.45,3.73
MAJY2010502,-34.28966667,19.015,10.17,24.48,474.61,0.22,0.42,3.61
NGFY2010507,-34.04833333,19.06366667,1.57,36.73,458.79,0.16,0.45,3.73
AGRY2051213,-34.00316667,19.01566667,6.06,33.55,506.25,0.19,0.45,3.49
AGRY5100106,-33.79366667,19.13766667,1.57,36.73,458.79,0.16,0.45,3.73
AGRY5100112,-33.80583333,19.15166667,1.57,36.73,458.79,0.16,0.45,3.73
APE91082405,-34.30183333,19.01366667,10.17,24.48,474.61,0.22,0.42,3.61
APE91082410,-34.3005,19.02466667,10.17,24.48,474.61,0.22,0.42,3.61
AGR92021306,-33.60766667,19.1065,0.23,36.51,527.34,0.21,0.47,3.48
AGR92022701,-34.38783333,19.27416667,6.87,29.51,363.87,0.14,0.41,3.67
NAH92082501,-33.49133333,19.30966667,0.23,36.51,527.34,0.21,0.47,3.48
ASP93042107,-34.29683333,19.03166667,10.17,24.48,474.61,0.22,0.42,3.61
ASP93042109,-34.301,19.0265,10.17,24.48,474.61,0.22,0.42,3.61
WIJ93091703,-34.345,18.99166667,10.17,24.48,474.61,0.22,0.42,3.61
SHR93103103,-34.32516667,19.2955,6.87,29.51,363.87,0.14,0.41,3.67
CVV93080802,-34.185,18.39333333,11.12,25.9,374.41,0.22,0.34,3.64
NAH94022005,-34.55766667,19.5575,6.87,29.51,363.87,0.14,0.41,3.67
DOA94090305,-33.99316667,20.50916667,2.62,36.51,290.04,0.03,0.41,4.58
DOA94090306,-33.9905,20.50133333,2.62,36.51,290.04,0.03,0.41,4.58
DOA94090401,-33.97166667,20.47616667,2.62,36.51,290.04,0.03,0.41,4.58
DOA94090402,-33.97066667,20.48983333,2.62,36.51,290.04,0.03,0.41,4.58
DOA94090409,-33.95533333,20.46883333,2.62,36.51,290.04,0.03,0.41,4.58
DOA94090510,-33.94616667,20.399,2.62,36.51,290.04,0.03,0.41,4.58
DOA94090601,-33.951,20.35,2.62,36.51,290.04,0.03,0.41,4.58
DOA94090603,-33.956,20.34033333,2.62,36.51,290.04,0.03,0.41,4.58
ASP94102907,-34.21533333,18.90866667,6.06,33.55,506.25,0.19,0.45,3.49
ASP94102933,-34.20366667,18.922,6.06,33.55,506.25,0.19,0.45,3.49
CRU94122101,-34.372,20.5695,8.98,29.13,237.3,0.02,0.37,4.33
DMR94122101,-34.372,20.572,8.98,29.13,237.3,0.02,0.37,4.33
NGF95031902,-34.0835,18.4005,11.12,25.9,374.41,0.22,0.34,3.64
AGR95040528,-34.39766667,19.36016667,6.87,29.51,363.87,0.14,0.41,3.67
AGR95052702,-34.309,19.04,10.17,24.48,474.61,0.22,0.42,3.61
LYM95092302,-34.5325,19.914,5.49,30.49,374.41,0.13,0.4,4.09
LYM95092303,-34.5265,19.91233333,5.49,30.49,374.41,0.13,0.4,4.09
LYM95092305,-34.53566667,19.9075,5.49,30.49,374.41,0.13,0.4,4.09
AGR96020318,-33.36933333,19.25383333,0.23,36.51,527.34,0.21,0.47,3.48
AGR96021603,-34.11683333,19.08716667,1.57,36.73,458.79,0.16,0.45,3.73
AGR96021606,-34.11166667,19.11816667,1.57,36.73,458.79,0.16,0.45,3.73
LYM96021603,-34.123,19.11083333,1.57,36.73,458.79,0.16,0.45,3.73
LYM96021604,-34.11533333,19.11283333,1.57,36.73,458.79,0.16,0.45,3.73
NGF96021601,-34.11266667,19.0855,1.57,36.73,458.79,0.16,0.45,3.73
DJL96031101,-34.00166667,18.39033333,11.12,25.9,374.41,0.22,0.34,3.64
LYM96031002,-34.07066667,18.39733333,11.12,25.9,374.41,0.22,0.34,3.64
HRK96041001,-34.00183333,23.94833333,8.42,29.69,390.23,0.17,0.44,2.8
LYM96091505,-33.99733333,19.01133333,6.06,33.55,506.25,0.19,0.45,3.49
LYM96091507,-34.0085,19.0065,6.06,33.55,506.25,0.19,0.45,3.49
LYM96091508,-34.0095,19.001,6.06,33.55,506.25,0.19,0.45,3.49
NGF96091508,-34.00683333,19.00983333,6.06,33.55,506.25,0.19,0.45,3.49
NGF96091509,-34.01083333,19.00283333,6.06,33.55,506.25,0.19,0.45,3.49
AGR96100910,-34.01933333,19.63166667,1.57,36.73,458.79,0.16,0.45,3.73
AGR96100911,-34.02166667,19.63166667,1.57,36.73,458.79,0.16,0.45,3.73
AGR96101208,-33.87966667,19.17816667,1.57,36.73,458.79,0.16,0.45,3.73
AGR96101209,-33.85633333,19.19616667,1.57,36.73,458.79,0.16,0.45,3.73
AGR96101301,-33.846,19.18783333,1.57,36.73,458.79,0.16,0.45,3.73
AGR96101303,-33.82883333,19.19033333,1.57,36.73,458.79,0.16,0.45,3.73
NAH96121206,-34.0725,19.96666667,1.82,38.84,427.15,0.1,0.43,4.03
SMR97021208,-33.86666667,19.31716667,1.57,36.73,458.79,0.16,0.45,3.73
NGF97030109,-34.2335,18.46033333,6.06,33.55,506.25,0.19,0.45,3.49
NGF97030113,-34.25266667,18.4705,10.17,24.48,474.61,0.22,0.42,3.61
LYM97033002,-34.1185,18.43866667,6.06,33.55,506.25,0.19,0.45,3.49
LYM97081613,-34.669,19.5925,6.87,29.51,363.87,0.14,0.41,3.67
AGR97110203,-34.08016667,18.3925,11.12,25.9,374.41,0.22,0.34,3.64
LYM98010104,-34.10266667,18.43766667,6.06,33.55,506.25,0.19,0.45,3.49
DJL98030505,-34.32383333,19.4725,6.87,29.51,363.87,0.14,0.41,3.67
GGG98030501,-34.31216667,19.45516667,6.87,29.51,363.87,0.14,0.41,3.67
AGR98020704,-34.23416667,18.88983333,6.06,33.55,506.25,0.19,0.45,3.49
AGR98020813,-34.34733333,18.935,10.17,24.48,474.61,0.22,0.42,3.61
NGF98041004,-34.30266667,19.01316667,10.17,24.48,474.61,0.22,0.42,3.61
AWA98041002,-33.9225,22.4565,7.26,30.83,348.05,0.08,0.43,2.07
AGR98042716,-33.94816667,19.2065,1.57,36.73,458.79,0.16,0.45,3.73
DJL98042904,-34.2045,18.91233333,6.06,33.55,506.25,0.19,0.45,3.49
LYM98042904,-34.18966667,18.93633333,6.06,33.55,506.25,0.19,0.45,3.49
NGF98061311,-34.3755,19.2965,6.87,29.51,363.87,0.14,0.41,3.67
PMR98051602,-33.9575,21.19333333,2.65,37.4,326.95,0.03,0.41,4.69
PMR98051702,-33.95416667,21.11666667,2.65,37.4,326.95,0.03,0.41,4.69
AGR98053010,-34.1825,19.18983333,1.57,36.73,458.79,0.16,0.45,3.73
AGR98053111,-34.1815,19.15916667,1.57,36.73,458.79,0.16,0.45,3.73
AGR98051710,-34.1175,18.44633333,6.06,33.55,506.25,0.19,0.45,3.49
NGF98100215,-34.05133333,19.00916667,6.06,33.55,506.25,0.19,0.45,3.49
NGW98093009,-33.95,20.77866667,2.62,36.51,290.04,0.03,0.41,4.58
SHR98101103,-33.7475,19.08416667,0.23,36.51,527.34,0.21,0.47,3.48
SHR98101104,-33.75366667,19.09383333,1.57,36.73,458.79,0.16,0.45,3.73
LYM98101902,-34.04683333,18.993,6.06,33.55,506.25,0.19,0.45,3.49
AGR98101907,-34.05133333,19.00433333,6.06,33.55,506.25,0.19,0.45,3.49
SHR98112901,-33.7315,19.89833333,-1.1,36.98,622.27,0.15,0.55,3.74
LAW98092504,-33.9315,20.84433333,2.62,36.51,290.04,0.03,0.41,4.58
SHR98092505,-33.946,20.90533333,2.62,36.51,290.04,0.03,0.41,4.58
AGR98092505,-33.95166667,20.8425,2.62,36.51,290.04,0.03,0.41,4.58
AGR98092507,-33.94483333,20.85966667,2.62,36.51,290.04,0.03,0.41,4.58
AGR98092508,-33.94316667,20.8645,2.62,36.51,290.04,0.03,0.41,4.58
AGR98092612,-33.95316667,20.93333333,2.62,36.51,290.04,0.03,0.41,4.58
NGF98092505,-33.94283333,20.86033333,2.62,36.51,290.04,0.03,0.41,4.58
NGF98092506,-33.94066667,20.869,2.62,36.51,290.04,0.03,0.41,4.58
SHR99012403,-34.337,19.27116667,6.87,29.51,363.87,0.14,0.41,3.67
DEN99052701,-33.99233333,18.40166667,11.12,25.9,374.41,0.22,0.34,3.64
AWA99042701,-33.89533333,22.43183333,7.26,30.83,348.05,0.08,0.43,2.07
AWA99042702,-33.89316667,22.43566667,7.26,30.83,348.05,0.08,0.43,2.07
CWR99011703,-32.45183333,19.1115,-0.63,37.38,474.61,0.11,0.48,3.89
MBC99062801,-34.05633333,18.3895,11.12,25.9,374.41,0.22,0.34,3.64
AWA99072404,-33.95466667,21.1855,2.65,37.4,326.95,0.03,0.41,4.69
AWA99080502,-33.92833333,22.596,7.26,30.83,348.05,0.08,0.43,2.07
PMR99100303,-34.01733333,19.53916667,1.57,36.73,458.79,0.16,0.45,3.73
PMR99100304,-34.019,19.543,1.57,36.73,458.79,0.16,0.45,3.73
GJYY0051301,-33.35533333,26.5045,5.97,39.13,711.91,0.3,0.42,3.99
HATY0051301,-33.3585,26.51133333,5.97,39.13,711.91,0.3,0.42,3.99
NGFY0082002,-33.91983333,22.44016667,7.26,30.83,348.05,0.08,0.43,2.07
MAJY1032705,-34.31883333,18.88016667,10.17,24.48,474.61,0.22,0.42,3.61
SHRY1020105,-33.9005,20.25966667,1.82,38.84,427.15,0.1,0.43,4.03
WMPY1032401,-33.97433333,19.2565,1.57,36.73,458.79,0.16,0.45,3.73
SHRY1032201,-34.0775,19.85333333,1.82,38.84,427.15,0.1,0.43,4.03
AGRY1102404,-34.23016667,18.88783333,6.06,33.55,506.25,0.19,0.45,3.49
AGRY1102006,-33.69816667,19.11566667,0.23,36.51,527.34,0.21,0.47,3.48
AGRY2042011,-33.73783333,19.97633333,-1.1,36.98,622.27,0.15,0.55,3.74
AGRY4031208,-33.5915,19.16766667,0.23,36.51,527.34,0.21,0.47,3.48
AGRY4031212,-33.59866667,19.17166667,0.23,36.51,527.34,0.21,0.47,3.48
AGRY4031213,-33.5955,19.171,0.23,36.51,527.34,0.21,0.47,3.48
AGRY4031214,-33.59416667,19.17316667,0.23,36.51,527.34,0.21,0.47,3.48
AGRY4031215,-33.58966667,19.17166667,0.23,36.51,527.34,0.21,0.47,3.48
AGRY3103113,-33.9505,20.34466667,2.62,36.51,290.04,0.03,0.41,4.58
AGRY3103124,-33.95316667,20.37616667,2.62,36.51,290.04,0.03,0.41,4.58
AGRY3103127,-33.96083333,20.37116667,2.62,36.51,290.04,0.03,0.41,4.58
AGRY3111112,-34.3815,19.38983333,6.87,29.51,363.87,0.14,0.41,3.67
AGR91100505,-34.19283333,19.176,1.57,36.73,458.79,0.16,0.45,3.73
AGR92051001,-34.23433333,18.40966667,11.12,25.9,374.41,0.22,0.34,3.64
APE92051608,-33.532,19.12333333,0.23,36.51,527.34,0.21,0.47,3.48
APE92051609,-33.527,19.11283333,0.23,36.51,527.34,0.21,0.47,3.48
APE92051612,-33.52033333,19.10216667,0.23,36.51,527.34,0.21,0.47,3.48
APE92051617,-33.52433333,19.115,0.23,36.51,527.34,0.21,0.47,3.48
APE92060706,-34.32833333,18.83266667,10.17,24.48,474.61,0.22,0.42,3.61
AGR92091203,-33.32966667,26.47683333,5.97,39.13,711.91,0.3,0.42,3.99
APE93021404,-34.21533333,19.4305,1.57,36.73,458.79,0.16,0.45,3.73
APE93042522,-34.31083333,19.0145,10.17,24.48,474.61,0.22,0.42,3.61
APE93050916,-33.99683333,19.012,6.06,33.55,506.25,0.19,0.45,3.49
PAP93072005,-34.2855,19.12683333,6.87,29.51,363.87,0.14,0.41,3.67
OUT93081501,-33.92633333,22.5855,7.26,30.83,348.05,0.08,0.43,2.07
APE94082004,-33.855,25.185,8.8,34.44,421.88,0.15,0.43,2.87
AGR94082813,-34.39016667,19.19733333,6.87,29.51,363.87,0.14,0.41,3.67
AGR94082821,-34.39866667,19.16233333,6.87,29.51,363.87,0.14,0.41,3.67
APE94091115,-34.18466667,19.18016667,1.57,36.73,458.79,0.16,0.45,3.73
AGR95012001,-34.09416667,18.40483333,11.12,25.9,374.41,0.22,0.34,3.64
AGR95021201,-34.29183333,18.447,10.17,24.48,474.61,0.22,0.42,3.61
AGR95021806,-33.97383333,19.258,1.57,36.73,458.79,0.16,0.45,3.73
AGR95021809,-33.96433333,19.2545,1.57,36.73,458.79,0.16,0.45,3.73
NGF95032101,-34.00083333,18.36933333,11.12,25.9,374.41,0.22,0.34,3.64
NGF95032103,-33.9965,18.3725,11.12,25.9,374.41,0.22,0.34,3.64
AGR95040108,-34.32116667,19.45766667,6.87,29.51,363.87,0.14,0.41,3.67
AGR95040508,-34.36633333,19.427,6.87,29.51,363.87,0.14,0.41,3.67
AGR95040510,-34.37033333,19.41933333,6.87,29.51,363.87,0.14,0.41,3.67
AGR95040525,-34.39466667,19.3465,6.87,29.51,363.87,0.14,0.41,3.67
AGR95040612,-34.39783333,19.15383333,6.87,29.51,363.87,0.14,0.41,3.67
AGR95052701,-34.30633333,19.035,10.17,24.48,474.61,0.22,0.42,3.61
LYM95071504,-34.31366667,19.0145,10.17,24.48,474.61,0.22,0.42,3.61
AGR95091707,-34.10183333,18.4425,6.06,33.55,506.25,0.19,0.45,3.49
AGR95112627,-33.55266667,19.11016667,0.23,36.51,527.34,0.21,0.47,3.48
HRK95121703,-33.95816667,23.935,8.42,29.69,390.23,0.17,0.44,2.8
HRK95121704,-33.95666667,23.93383333,8.42,29.69,390.23,0.17,0.44,2.8
AWA96031101,-33.85833333,22.012,4.23,35.73,305.86,0.03,0.41,4.22
DEL96031910,-33.6925,25.12083333,2.58,42.57,511.52,0.16,0.41,3.06
MCG96032604,-33.888,25.23716667,8.8,34.44,421.88,0.15,0.43,2.87
AGR96033105,-34.342,19.21716667,6.87,29.51,363.87,0.14,0.41,3.67
AGR96032911,-34.39766667,19.17366667,6.87,29.51,363.87,0.14,0.41,3.67
MCG96041001,-33.98733333,24.15316667,6.64,35.12,427.15,0.16,0.44,2.84
MCG96040901,-33.98966667,24.16666667,6.64,35.12,427.15,0.16,0.44,2.84
MCG96040902,-33.98416667,24.16016667,6.64,35.12,427.15,0.16,0.44,2.84
AGR96042807,-33.46666667,19.099,0.23,36.51,527.34,0.21,0.47,3.48
HRK96032901,-34.02066667,23.907,8.42,29.69,390.23,0.17,0.44,2.8
HRK96041105,-33.9005,23.4005,6.64,31.46,369.14,0.1,0.43,1.43
NHE96042902,-34.36933333,20.57566667,8.98,29.13,237.3,0.02,0.37,4.33
NHE96042903,-34.37266667,20.584,8.98,29.13,237.3,0.02,0.37,4.33
WEL96031707,-34.42166667,19.64566667,6.87,29.51,363.87,0.14,0.41,3.67
MAJ96062502,-34.315,18.86033333,10.17,24.48,474.61,0.22,0.42,3.61
AGR96092105,-34.27933333,18.84433333,10.17,24.48,474.61,0.22,0.42,3.61
AGR96092107,-34.27783333,18.85216667,10.17,24.48,474.61,0.22,0.42,3.61
AGR96092108,-34.27483333,18.855,10.17,24.48,474.61,0.22,0.42,3.61
AGR96092111,-34.2725,18.86383333,10.17,24.48,474.61,0.22,0.42,3.61
JID96092105,-34.28016667,18.84483333,10.17,24.48,474.61,0.22,0.42,3.61
ASP96092301,-34.27433333,18.96233333,10.17,24.48,474.61,0.22,0.42,3.61
SHR96092104,-34.2685,18.883,10.17,24.48,474.61,0.22,0.42,3.61
AGR96112718,-34.09766667,18.9645,6.06,33.55,506.25,0.19,0.45,3.49
AGR97080203,-34.02483333,24.43433333,6.64,35.12,427.15,0.16,0.44,2.84
SHR97121302,-34.0765,19.8635,1.82,38.84,427.15,0.1,0.43,4.03
AGR98021805,-34.54233333,19.972,5.49,30.49,374.41,0.13,0.4,4.09
AGR98020703,-34.2315,18.88433333,6.06,33.55,506.25,0.19,0.45,3.49
AGR98021508,-34.26533333,18.44033333,10.17,24.48,474.61,0.22,0.42,3.61
AGR98042713,-33.94416667,19.201,1.57,36.73,458.79,0.16,0.45,3.73
AGR98042727,-33.959,19.1795,1.57,36.73,458.79,0.16,0.45,3.73
MHG98051603,-33.93333333,23.085,6.64,31.46,369.14,0.1,0.43,1.43
AGR98053104,-34.19233333,19.1855,1.57,36.73,458.79,0.16,0.45,3.73
AGR98053108,-34.19016667,19.17266667,1.57,36.73,458.79,0.16,0.45,3.73
AGR98053109,-34.18566667,19.16766667,1.57,36.73,458.79,0.16,0.45,3.73
AGR98051707,-34.1145,18.43866667,6.06,33.55,506.25,0.19,0.45,3.49
AGR98051709,-34.11583333,18.4435,6.06,33.55,506.25,0.19,0.45,3.49
AGR98053120,-34.16166667,19.16466667,1.57,36.73,458.79,0.16,0.45,3.73
AGR98060602,-34.5295,19.47416667,6.87,29.51,363.87,0.14,0.41,3.67
NGW98093006,-33.95233333,20.75483333,2.62,36.51,290.04,0.03,0.41,4.58
WEL98102510,-34.32483333,19.29616667,6.87,29.51,363.87,0.14,0.41,3.67
WEL98102511,-34.32566667,19.29416667,6.87,29.51,363.87,0.14,0.41,3.67
WEL98102512,-34.32433333,19.29133333,6.87,29.51,363.87,0.14,0.41,3.67
WEL98102516,-34.323,19.293,6.87,29.51,363.87,0.14,0.41,3.67
WEL98102517,-34.32166667,19.29616667,6.87,29.51,363.87,0.14,0.41,3.67
WEL98102518,-34.31983333,19.299,6.87,29.51,363.87,0.14,0.41,3.67
WEL98112513,-33.90233333,25.20866667,8.8,34.44,421.88,0.15,0.43,2.87
WEL98112514,-33.9045,25.2065,8.8,34.44,421.88,0.15,0.43,2.87
IVM98092602,-33.94616667,20.90166667,2.62,36.51,290.04,0.03,0.41,4.58
AGR98092511,-33.93516667,20.84783333,2.62,36.51,290.04,0.03,0.41,4.58
GCS99011301,-33.99233333,21.2855,2.65,37.4,326.95,0.03,0.41,4.69
AGR99010901,-34.286,19.04466667,10.17,24.48,474.61,0.22,0.42,3.61
AGR99010904,-34.29816667,19.01833333,10.17,24.48,474.61,0.22,0.42,3.61
AGR99031408,-34.055,18.38683333,11.12,25.9,374.41,0.22,0.34,3.64
CWR99011702,-32.48,19.14083333,-0.63,37.38,474.61,0.11,0.48,3.89
AGR99061602,-34.09366667,18.435,11.12,25.9,374.41,0.22,0.34,3.64
AGR99061606,-34.10366667,18.4425,6.06,33.55,506.25,0.19,0.45,3.49
DSP99062801,-34.04633333,18.39116667,11.12,25.9,374.41,0.22,0.34,3.64
WMP99080702,-33.71483333,19.85533333,-1.1,36.98,622.27,0.15,0.55,3.74
FMD99080902,-33.94333333,20.8555,2.62,36.51,290.04,0.03,0.41,4.58
WEL99062516,-34.28333333,18.98433333,10.17,24.48,474.61,0.22,0.42,3.61
AGR99092005,-33.9675,19.3645,1.57,36.73,458.79,0.16,0.45,3.73
OUT96050406,-33.971,21.5425,2.65,37.4,326.95,0.03,0.41,4.69
OUT98012304,-33.96583333,21.27916667,2.65,37.4,326.95,0.03,0.41,4.69
AGRY0050705,-33.99766667,18.41,11.12,25.9,374.41,0.22,0.34,3.64
AGRY0050706,-33.9985,18.41166667,11.12,25.9,374.41,0.22,0.34,3.64
AGRY0052411,-34.5095,19.79216667,5.49,30.49,374.41,0.13,0.4,4.09
AGRY0070281,-33.78066667,25.01666667,8.8,34.44,421.88,0.15,0.43,2.87
AGRY0060408,-33.95716667,18.435,11.12,25.9,374.41,0.22,0.34,3.64
AGRY0070804,-33.88016667,22.06833333,4.23,35.73,305.86,0.03,0.41,4.22
AGRY0070805,-33.88016667,22.0635,4.23,35.73,305.86,0.03,0.41,4.22
AGRY0070806,-33.88016667,22.05866667,4.23,35.73,305.86,0.03,0.41,4.22
AGRY0070807,-33.87933333,22.05483333,4.23,35.73,305.86,0.03,0.41,4.22
ASPY0070164,-33.81533333,25.1135,8.8,34.44,421.88,0.15,0.43,2.87
AGRY0081205,-32.99833333,19.107,-1.39,35.69,564.26,0.2,0.49,3.73
MAJY0082001,-34.31483333,18.90166667,10.17,24.48,474.61,0.22,0.42,3.61
AGRY0101411,-33.98033333,21.321,2.65,37.4,326.95,0.03,0.41,4.69
AGRY0101412,-33.98266667,21.317,2.65,37.4,326.95,0.03,0.41,4.69
AGRY1020401,-34,18.40866667,11.12,25.9,374.41,0.22,0.34,3.64
AGRY1020402,-33.996,18.41083333,11.12,25.9,374.41,0.22,0.34,3.64
AGRY0121707,-34.236,18.93916667,6.06,33.55,506.25,0.19,0.45,3.49
MAJY1021603,-34.30366667,18.944,10.17,24.48,474.61,0.22,0.42,3.61
MAJY1032701,-34.30583333,18.893,10.17,24.48,474.61,0.22,0.42,3.61
AGRY1030708,-33.991,21.28766667,2.65,37.4,326.95,0.03,0.41,4.69
AGRY1072809,-33.9725,19.23066667,1.57,36.73,458.79,0.16,0.45,3.73
AGRY1052706,-34.07033333,18.383,11.12,25.9,374.41,0.22,0.34,3.64
AGRY1052707,-34.075,18.38383333,11.12,25.9,374.41,0.22,0.34,3.64
MAJY2010805,-34.26083333,18.942,10.17,24.48,474.61,0.22,0.42,3.61
MAJY2010806,-34.25,18.93333333,6.06,33.55,506.25,0.19,0.45,3.49
MAJY2010807,-34.27066667,18.936,10.17,24.48,474.61,0.22,0.42,3.61
MAJY2013006,-34.33566667,18.89616667,10.17,24.48,474.61,0.22,0.42,3.61
MAJY2013009,-34.34283333,18.90433333,10.17,24.48,474.61,0.22,0.42,3.61
AGRY2042018,-33.73383333,19.99133333,-1.1,36.98,622.27,0.15,0.55,3.74
AGRY2042024,-33.74466667,19.99083333,-1.1,36.98,622.27,0.15,0.55,3.74
AGRY2021908,-33.981,19.242,1.57,36.73,458.79,0.16,0.45,3.73
AGRY2021916,-33.98566667,19.26566667,1.57,36.73,458.79,0.16,0.45,3.73
AGRY2051209,-34.00983333,19.008,6.06,33.55,506.25,0.19,0.45,3.49
AGRY2051216,-33.99683333,19.00916667,6.06,33.55,506.25,0.19,0.45,3.49
AGRY2051217,-33.99466667,19.00583333,6.06,33.55,506.25,0.19,0.45,3.49
AGRY4031206,-33.58566667,19.16283333,0.23,36.51,527.34,0.21,0.47,3.48
AGRY4031209,-33.595,19.16833333,0.23,36.51,527.34,0.21,0.47,3.48
AGRY3011901,-33.91533333,22.4435,7.26,30.83,348.05,0.08,0.43,2.07
AGRY3011903,-33.928,22.4375,7.26,30.83,348.05,0.08,0.43,2.07
AGR92022211,-34.38516667,19.31883333,6.87,29.51,363.87,0.14,0.41,3.67
SHR92081001,-33.91483333,23.14383333,6.64,31.46,369.14,0.1,0.43,1.43
SHR92081402,-33.92033333,22.43233333,7.26,30.83,348.05,0.08,0.43,2.07
APE93042516,-34.31266667,18.99883333,10.17,24.48,474.61,0.22,0.42,3.61
ASP93042105,-34.296,19.041,10.17,24.48,474.61,0.22,0.42,3.61
ASP93042111,-34.30016667,19.02216667,10.17,24.48,474.61,0.22,0.42,3.61
ASP93082205,-33.977,19.26766667,1.57,36.73,458.79,0.16,0.45,3.73
SHR94011801,-33.95783333,20.80766667,2.62,36.51,290.04,0.03,0.41,4.58
SHR94011802,-33.94683333,20.80916667,2.62,36.51,290.04,0.03,0.41,4.58
APE94082009,-33.79633333,25.08616667,8.8,34.44,421.88,0.15,0.43,2.87
APE94082010,-33.7915,25.08,8.8,34.44,421.88,0.15,0.43,2.87
APE94082103,-33.89016667,25.2715,8.8,34.44,421.88,0.15,0.43,2.87
APE94091112,-34.18416667,19.169,1.57,36.73,458.79,0.16,0.45,3.73
AGR94110808,-33.9705,21.26133333,2.65,37.4,326.95,0.03,0.41,4.69
AGR94110814,-33.97116667,21.25216667,2.65,37.4,326.95,0.03,0.41,4.69
SHR95120202,-34.66383333,19.65166667,6.87,29.51,363.87,0.14,0.41,3.67
AGR96033110,-34.32833333,19.21716667,6.87,29.51,363.87,0.14,0.41,3.67
AGR96042810,-33.46733333,19.093,0.23,36.51,527.34,0.21,0.47,3.48
SHR96062202,-34.36933333,20.55516667,8.98,29.13,237.3,0.02,0.37,4.33
AGR96092109,-34.2735,18.85783333,10.17,24.48,474.61,0.22,0.42,3.61
JID96092108,-34.27666667,18.87283333,10.17,24.48,474.61,0.22,0.42,3.61
AGR96100908,-34.01533333,19.62316667,1.57,36.73,458.79,0.16,0.45,3.73
SHR96092106,-34.26083333,18.87983333,10.17,24.48,474.61,0.22,0.42,3.61
SHR96111101,-33.61866667,19.13016667,0.23,36.51,527.34,0.21,0.47,3.48
AGR97041306,-34.0995,18.445,6.06,33.55,506.25,0.19,0.45,3.49
SHR97032901,-34.39766667,19.32166667,6.87,29.51,363.87,0.14,0.41,3.67
AGR97082304,-34.25533333,18.472,10.17,24.48,474.61,0.22,0.42,3.61
AJR97110201,-34.07616667,18.385,11.12,25.9,374.41,0.22,0.34,3.64
AJR97110205,-34.06666667,18.39033333,11.12,25.9,374.41,0.22,0.34,3.64
AGR98011804,-34.10266667,18.43816667,6.06,33.55,506.25,0.19,0.45,3.49
AGR98011806,-34.10583333,18.44,6.06,33.55,506.25,0.19,0.45,3.49
AGR98012505,-34.00233333,18.40433333,11.12,25.9,374.41,0.22,0.34,3.64
AGR98012506,-33.99816667,18.40883333,11.12,25.9,374.41,0.22,0.34,3.64
AGR98022806,-34.3915,20.5725,8.98,29.13,237.3,0.02,0.37,4.33
AGR98020706,-34.24366667,18.89033333,6.06,33.55,506.25,0.19,0.45,3.49
AGR98020814,-34.34866667,18.93233333,10.17,24.48,474.61,0.22,0.42,3.61
MHG98051602,-33.93483333,23.08666667,6.64,31.46,369.14,0.1,0.43,1.43
AGR98053002,-34.17383333,19.18616667,1.57,36.73,458.79,0.16,0.45,3.73
AGR98053112,-34.17966667,19.16433333,1.57,36.73,458.79,0.16,0.45,3.73
AGR98053113,-34.177,19.171,1.57,36.73,458.79,0.16,0.45,3.73
AGR98053114,-34.17583333,19.176,1.57,36.73,458.79,0.16,0.45,3.73
AGR98101902,-34.04916667,18.99033333,6.06,33.55,506.25,0.19,0.45,3.49
IVM98092504,-33.937,20.82683333,2.62,36.51,290.04,0.03,0.41,4.58
WMP98092504,-33.93466667,20.83116667,2.62,36.51,290.04,0.03,0.41,4.58
WMP98092602,-33.9275,20.88166667,2.62,36.51,290.04,0.03,0.41,4.58
AGR98092513,-33.93,20.86133333,2.62,36.51,290.04,0.03,0.41,4.58
AGR98092607,-33.94733333,20.93066667,2.62,36.51,290.04,0.03,0.41,4.58
AGR99031402,-34.069,18.39516667,11.12,25.9,374.41,0.22,0.34,3.64
SHR99032103,-34.37416667,19.32433333,6.87,29.51,363.87,0.14,0.41,3.67
AGR99100317,-34.022,19.5425,1.57,36.73,458.79,0.16,0.45,3.73
AGR99090804,-33.86216667,22.29783333,7.26,30.83,348.05,0.08,0.43,2.07
NGW98120908,-33.92166667,20.88,2.62,36.51,290.04,0.03,0.41,4.58
AGR99120809,-34.328,18.92683333,10.17,24.48,474.61,0.22,0.42,3.61
AGRY0010904,-34.44733333,19.67383333,6.87,29.51,363.87,0.14,0.41,3.67
AGRY0101413,-33.98266667,21.32416667,2.65,37.4,326.95,0.03,0.41,4.69
AGRY0101414,-33.98566667,21.32333333,2.65,37.4,326.95,0.03,0.41,4.69
AGRY0101416,-33.98566667,21.33016667,2.65,37.4,326.95,0.03,0.41,4.69
AGRY1020111,-33.92616667,20.33166667,2.62,36.51,290.04,0.03,0.41,4.58
AGRY1020131,-33.913,20.28316667,1.82,38.84,427.15,0.1,0.43,4.03
MAJY1032706,-34.31933333,18.87583333,10.17,24.48,474.61,0.22,0.42,3.61
AGRY1081107,-33.98866667,19.40833333,1.57,36.73,458.79,0.16,0.45,3.73
AGRY1081108,-33.98966667,19.41283333,1.57,36.73,458.79,0.16,0.45,3.73
