OBS,Latitude,Longitude,july_min,jan_max,prec,evap,soil,wind
SHL95042202,-34.09416667,18.445,6.06,33.55,506.25,0.19,0.45,3.49
OUT95092507,-34.74816667,19.89516667,5.49,30.49,374.41,0.13,0.4,4.09
OUT95101411,-33.959,21.20033333,2.65,37.4,326.95,0.03,0.41,4.69
OUT95101413,-33.968,21.20033333,2.65,37.4,326.95,0.03,0.41,4.69
OUT95110103,-33.919,22.44033333,7.26,30.83,348.05,0.08,0.43,2.07
OUT95111818,-33.945,21.12583333,2.65,37.4,326.95,0.03,0.41,4.69
OUT96012008,-33.90766667,22.12466667,4.23,35.73,305.86,0.03,0.41,4.22
OUT96031603,-33.863,22.4865,7.26,30.83,348.05,0.08,0.43,2.07
OUT96100507,-33.91083333,21.815,4.23,35.73,305.86,0.03,0.41,4.22
OUT96100508,-33.90833333,21.8175,4.23,35.73,305.86,0.03,0.41,4.22
OUT98031404,-33.8125,22.93333333,6.64,31.46,369.14,0.1,0.43,1.43
OUT98031408,-33.81566667,22.95783333,6.64,31.46,369.14,0.1,0.43,1.43
OUT98012401,-33.96216667,21.25866667,2.65,37.4,326.95,0.03,0.41,4.69
OUT98012403,-33.96166667,21.27983333,2.65,37.4,326.95,0.03,0.41,4.69
OUT99112705,-33.90466667,22.22883333,7.26,30.83,348.05,0.08,0.43,2.07
OUT99112706,-33.90833333,22.22666667,7.26,30.83,348.05,0.08,0.43,2.07
GMCY0072301,-33.70166667,24.94666667,2.58,42.57,511.52,0.16,0.41,3.06
GMCY0072302,-33.69833333,24.96166667,2.58,42.57,511.52,0.16,0.41,3.06
WIJ92031403,-34.11833333,18.95833333,6.06,33.55,506.25,0.19,0.45,3.49
AKS92061106,-34.39783333,19.3235,6.87,29.51,363.87,0.14,0.41,3.67
JID93101101,-33.97333333,18.4,11.12,25.9,374.41,0.22,0.34,3.64
OUT93103005,-33.95,21.155,2.65,37.4,326.95,0.03,0.41,4.69
OUT94012207,-33.87666667,21.935,4.23,35.73,305.86,0.03,0.41,4.22
OUT94071601,-33.93733333,21.75266667,4.23,35.73,305.86,0.03,0.41,4.22
OUT94071602,-33.94116667,21.73716667,4.23,35.73,305.86,0.03,0.41,4.22
OUT95042901,-33.88783333,22.31333333,7.26,30.83,348.05,0.08,0.43,2.07
OUT95042905,-33.8815,22.29133333,7.26,30.83,348.05,0.08,0.43,2.07
OUT95092315,-34.531,19.90583333,5.49,30.49,374.41,0.13,0.4,4.09
OUT98092606,-33.90466667,20.8605,2.62,36.51,290.04,0.03,0.41,4.58
PHA92021501,-34.11333333,18.9875,6.06,33.55,506.25,0.19,0.45,3.49
WIJ92031404,-34.11333333,18.96166667,6.06,33.55,506.25,0.19,0.45,3.49
OUT95041406,-33.97883333,21.2945,2.65,37.4,326.95,0.03,0.41,4.69
OUT96081001,-33.86666667,21.9945,4.23,35.73,305.86,0.03,0.41,4.22
BRB97101503,-33.9795,23.62616667,8.42,29.69,390.23,0.17,0.44,2.8
DFJ99011201,-33.87583333,22.38833333,7.26,30.83,348.05,0.08,0.43,2.07
FWV95092301,-34.53783333,19.907,5.49,30.49,374.41,0.13,0.4,4.09
OGM93102502,-34.39833333,19.29333333,6.87,29.51,363.87,0.14,0.41,3.67
MAJ92070901,-34.35216667,18.90266667,10.17,24.48,474.61,0.22,0.42,3.61
OUT93072402,-33.9085,22.2055,7.26,30.83,348.05,0.08,0.43,2.07
HRK96110904,-33.93466667,23.87533333,8.42,29.69,390.23,0.17,0.44,2.8
HRKY0010602,-33.91166667,23.136,6.64,31.46,369.14,0.1,0.43,1.43
HRKY0010603,-33.91266667,23.13716667,6.64,31.46,369.14,0.1,0.43,1.43
HRKY0101101,-33.91166667,23.1355,6.64,31.46,369.14,0.1,0.43,1.43
HRKY0101102,-33.91433333,23.14083333,6.64,31.46,369.14,0.1,0.43,1.43
JOA92092703,-34.0185,19.6175,1.57,36.73,458.79,0.16,0.45,3.73
HRK96042306,-33.96216667,23.88766667,8.42,29.69,390.23,0.17,0.44,2.8
KEXY0082604,-33.33883333,26.48983333,5.97,39.13,711.91,0.3,0.42,3.99
DJL94022101,-33.983,18.4205,11.12,25.9,374.41,0.22,0.34,3.64
PGD93101001,-34.11483333,18.4365,11.12,25.9,374.41,0.22,0.34,3.64
HRK98102102,-33.869,22.9705,6.64,31.46,369.14,0.1,0.43,1.43
STU99061501,-34.49266667,19.78333333,5.49,30.49,374.41,0.13,0.4,4.09
DFJ99080602,-33.86166667,22.88783333,6.64,31.46,369.14,0.1,0.43,1.43
HRKY0010605,-33.91483333,23.14033333,6.64,31.46,369.14,0.1,0.43,1.43
GNI95080902,-33.9095,23.71166667,8.42,29.69,390.23,0.17,0.44,2.8
JOA92092704,-34.0135,19.6275,1.57,36.73,458.79,0.16,0.45,3.73
OUT97111508,-33.97083333,21.30083333,2.65,37.4,326.95,0.03,0.41,4.69
OBK96040710,-33.85766667,22.86183333,6.64,31.46,369.14,0.1,0.43,1.43
OBK96040712,-33.86216667,22.87416667,6.64,31.46,369.14,0.1,0.43,1.43
WAN97071202,-34.09016667,18.4205,11.12,25.9,374.41,0.22,0.34,3.64
WAN97093001,-34.08733333,18.4225,11.12,25.9,374.41,0.22,0.34,3.64
DFJ97083003,-33.87333333,22.89233333,6.64,31.46,369.14,0.1,0.43,1.43
HRK98102104,-33.86083333,22.9785,6.64,31.46,369.14,0.1,0.43,1.43
HRKY0071101,-34.08333333,23.229,6.64,31.46,369.14,0.1,0.43,1.43
JBB98041204,-33.93383333,20.88866667,2.62,36.51,290.04,0.03,0.41,4.58
CRU95012001,-33.98166667,20.85583333,2.62,36.51,290.04,0.03,0.41,4.58
CRU95062702,-33.93566667,20.90216667,2.62,36.51,290.04,0.03,0.41,4.58
WIJ92012502,-34.06383333,19.01283333,6.06,33.55,506.25,0.19,0.45,3.49
HRK96042304,-33.954,23.8785,8.42,29.69,390.23,0.17,0.44,2.8
DFJ97120604,-33.59166667,24.40666667,0.54,42.04,453.52,0.14,0.44,3.92
JBB98041305,-33.94766667,20.7785,2.62,36.51,290.04,0.03,0.41,4.58
NHE99060801,-33.90366667,20.885,2.62,36.51,290.04,0.03,0.41,4.58
GJU99060801,-33.91683333,20.86883333,2.62,36.51,290.04,0.03,0.41,4.58
HRK96042305,-33.95633333,23.88233333,8.42,29.69,390.23,0.17,0.44,2.8
JBB98041205,-33.91216667,20.86983333,2.62,36.51,290.04,0.03,0.41,4.58
WIJ92012603,-34.02333333,18.98666667,6.06,33.55,506.25,0.19,0.45,3.49
LYM94040401,-34.06983333,18.38916667,11.12,25.9,374.41,0.22,0.34,3.64
NHE99060802,-33.9,20.89416667,2.62,36.51,290.04,0.03,0.41,4.58
NHE99060803,-33.9,20.914,2.62,36.51,290.04,0.03,0.41,4.58
LOF99060801,-33.93333333,20.901,2.62,36.51,290.04,0.03,0.41,4.58
CHDY0032802,-34.08516667,19.05916667,6.06,33.55,506.25,0.19,0.45,3.49
PAP98092601,-34.37516667,19.1575,6.87,29.51,363.87,0.14,0.41,3.67
LYM94070201,-33.88916667,19.16033333,1.57,36.73,458.79,0.16,0.45,3.73
OUTY0012202,-33.95666667,21.1915,2.65,37.4,326.95,0.03,0.41,4.69
DFJ95080501,-33.85,23.715,8.42,29.69,390.23,0.17,0.44,2.8
WMP97092203,-33.9675,24.29666667,6.64,35.12,427.15,0.16,0.44,2.84
WMP98060707,-34.53566667,19.45916667,6.87,29.51,363.87,0.14,0.41,3.67
DEO99091403,-33.965,21.2725,2.65,37.4,326.95,0.03,0.41,4.69
DEO99091405,-33.968,21.3015,2.65,37.4,326.95,0.03,0.41,4.69
AGR99120503,-33.9955,18.41716667,11.12,25.9,374.41,0.22,0.34,3.64
WMP95122905,-34.196,19.50666667,1.57,36.73,458.79,0.16,0.45,3.73
MSM96021603,-34.146,19.136,1.57,36.73,458.79,0.16,0.45,3.73
WIJ92031409,-34.105,19.00333333,6.06,33.55,506.25,0.19,0.45,3.49
WIJ92031407,-34.095,18.99166667,6.06,33.55,506.25,0.19,0.45,3.49
WIJ92050101,-33.87833333,22.405,7.26,30.83,348.05,0.08,0.43,2.07
WMP97092208,-33.91916667,24.28566667,6.64,35.12,427.15,0.16,0.44,2.84
WMP98060609,-34.55366667,19.5365,6.87,29.51,363.87,0.14,0.41,3.67
WIJ92031402,-34.12833333,18.955,6.06,33.55,506.25,0.19,0.45,3.49
WIJ92031405,-34.10833333,18.97,6.06,33.55,506.25,0.19,0.45,3.49
WIJ92031406,-34.11166667,18.98333333,6.06,33.55,506.25,0.19,0.45,3.49
WIJ92031408,-34.09333333,19,6.06,33.55,506.25,0.19,0.45,3.49
WIJ92031410,-34.115,19,6.06,33.55,506.25,0.19,0.45,3.49
SAS97092002,-33.8515,23.6365,8.42,29.69,390.23,0.17,0.44,2.8
SAS97092004,-33.8515,23.65733333,8.42,29.69,390.23,0.17,0.44,2.8
SAS97092005,-33.84433333,23.65666667,8.42,29.69,390.23,0.17,0.44,2.8
AWAY0100407,-32.98483333,19.0565,2.38,39.8,500.98,0.19,0.41,3.66
AMMY3103102,-33.978,20.36083333,2.62,36.51,290.04,0.03,0.41,4.58
AMMY3111321,-34.19283333,19.48383333,1.57,36.73,458.79,0.16,0.45,3.73
AMMY2111904,-34.02566667,22.97333333,6.64,31.46,369.14,0.1,0.43,1.43
AWA99092805,-32.97883333,19.10133333,-1.39,35.69,564.26,0.2,0.49,3.73
LKA93040804,-34.18383333,18.375,11.12,25.9,374.41,0.22,0.34,3.64
DEB99040902,-34.5775,19.56383333,6.87,29.51,363.87,0.14,0.41,3.67
DEB99041706,-34.508,19.5295,6.87,29.51,363.87,0.14,0.41,3.67
DEB99051716,-34.49716667,19.63233333,6.87,29.51,363.87,0.14,0.41,3.67
DEB99062109,-34.49916667,19.53666667,6.87,29.51,363.87,0.14,0.41,3.67
DEB99051101,-34.52233333,19.7055,5.49,30.49,374.41,0.13,0.4,4.09
DEB99042813,-34.4625,19.76916667,5.49,30.49,374.41,0.13,0.4,4.09
DEB99042203,-34.51916667,19.47066667,6.87,29.51,363.87,0.14,0.41,3.67
DEB99060802,-34.55116667,19.41616667,6.87,29.51,363.87,0.14,0.41,3.67
DEB99060805,-34.56766667,19.41833333,6.87,29.51,363.87,0.14,0.41,3.67
DEB99060806,-34.5735,19.40833333,6.87,29.51,363.87,0.14,0.41,3.67
DEB99062104,-34.43066667,19.65966667,6.87,29.51,363.87,0.14,0.41,3.67
DEB99062105,-34.43833333,19.67366667,6.87,29.51,363.87,0.14,0.41,3.67
DEB99031901,-34.634,19.5805,6.87,29.51,363.87,0.14,0.41,3.67
DEB99040903,-34.56483333,19.5575,6.87,29.51,363.87,0.14,0.41,3.67
DEB99041902,-34.64416667,19.54166667,6.87,29.51,363.87,0.14,0.41,3.67
DEB99050601,-34.51216667,19.7395,5.49,30.49,374.41,0.13,0.4,4.09
DEB99060807,-34.58033333,19.40366667,6.87,29.51,363.87,0.14,0.41,3.67
DEB99062101,-34.42033333,19.65083333,6.87,29.51,363.87,0.14,0.41,3.67
DEB99062106,-34.44366667,19.6685,6.87,29.51,363.87,0.14,0.41,3.67
DEB99040904,-34.55366667,19.585,6.87,29.51,363.87,0.14,0.41,3.67
DEB99042204,-34.53,19.47416667,6.87,29.51,363.87,0.14,0.41,3.67
DEB99042206,-34.54716667,19.45066667,6.87,29.51,363.87,0.14,0.41,3.67
DEB99042207,-34.511,19.463,6.87,29.51,363.87,0.14,0.41,3.67
DEB99042806,-34.45066667,19.66433333,6.87,29.51,363.87,0.14,0.41,3.67
DEB99042809,-34.45766667,19.74633333,5.49,30.49,374.41,0.13,0.4,4.09
DEB99042810,-34.46016667,19.74366667,5.49,30.49,374.41,0.13,0.4,4.09
DEB99042815,-34.48983333,19.75983333,5.49,30.49,374.41,0.13,0.4,4.09
DEB99043003,-34.51333333,19.67366667,6.87,29.51,363.87,0.14,0.41,3.67
DEB99043004,-34.51566667,19.6905,5.49,30.49,374.41,0.13,0.4,4.09
DEB99043006,-34.51766667,19.6505,6.87,29.51,363.87,0.14,0.41,3.67
DEB99050611,-34.49783333,19.83316667,5.49,30.49,374.41,0.13,0.4,4.09
DEB99022301,-34.50766667,19.83083333,5.49,30.49,374.41,0.13,0.4,4.09
DEB99031803,-34.53083333,19.5865,6.87,29.51,363.87,0.14,0.41,3.67
DEB99060902,-34.58016667,19.38416667,6.87,29.51,363.87,0.14,0.41,3.67
DEB99062102,-34.41983333,19.65716667,6.87,29.51,363.87,0.14,0.41,3.67
DEB99062103,-34.41666667,19.664,6.87,29.51,363.87,0.14,0.41,3.67
DEB99041707,-34.6445,19.7195,5.49,30.49,374.41,0.13,0.4,4.09
DEB99031204,-34.72533333,19.63233333,6.87,29.51,363.87,0.14,0.41,3.67
PVR91092502,-34.18133333,18.39566667,11.12,25.9,374.41,0.22,0.34,3.64
OUT93040602,-33.86333333,22.38666667,7.26,30.83,348.05,0.08,0.43,2.07
OUT93051604,-33.79666667,22.97333333,6.64,31.46,369.14,0.1,0.43,1.43
CVV93082907,-34.21533333,18.45083333,6.06,33.55,506.25,0.19,0.45,3.49
OUT94040905,-33.90233333,21.868,4.23,35.73,305.86,0.03,0.41,4.22
OUT94061803,-33.963,21.648,4.23,35.73,305.86,0.03,0.41,4.22
JID94121903,-34.10816667,18.451,6.06,33.55,506.25,0.19,0.45,3.49
OUT95041405,-33.97733333,21.29483333,2.65,37.4,326.95,0.03,0.41,4.69
OUT95081916,-33.83366667,21.89566667,4.23,35.73,305.86,0.03,0.41,4.22
OUT96012009,-33.9035,22.12633333,4.23,35.73,305.86,0.03,0.41,4.22
OUT96092129,-34.33516667,18.945,10.17,24.48,474.61,0.22,0.42,3.61
OUT98021402,-33.9135,22.21916667,7.26,30.83,348.05,0.08,0.43,2.07
JDJ99071901,-33.81633333,22.87416667,6.64,31.46,369.14,0.1,0.43,1.43
WJV91091501,-33.93333333,23.15583333,6.64,31.46,369.14,0.1,0.43,1.43
HRK95121701,-33.96266667,23.9375,8.42,29.69,390.23,0.17,0.44,2.8
OUT93103004,-33.955,21.16916667,2.65,37.4,326.95,0.03,0.41,4.69
PAP93083001,-34.32416667,19.04133333,10.17,24.48,474.61,0.22,0.42,3.61
DFJ96050502,-33.86166667,23.68566667,8.42,29.69,390.23,0.17,0.44,2.8
DFJ99032901,-34.02,22.85916667,6.64,31.46,369.14,0.1,0.43,1.43
DJL94080101,-33.98066667,18.38433333,11.12,25.9,374.41,0.22,0.34,3.64
OUT95041407,-33.98066667,21.293,2.65,37.4,326.95,0.03,0.41,4.69
OUT96050106,-33.81216667,23.11983333,6.64,31.46,369.14,0.1,0.43,1.43
MHG92122702,-33.97616667,23.57366667,8.42,29.69,390.23,0.17,0.44,2.8
OUT93052001,-33.92033333,22.05966667,4.23,35.73,305.86,0.03,0.41,4.22
JDJ99071301,-33.81866667,22.86866667,6.64,31.46,369.14,0.1,0.43,1.43
JDJ99071303,-33.81783333,22.872,6.64,31.46,369.14,0.1,0.43,1.43
HRK96110903,-33.93783333,23.871,8.42,29.69,390.23,0.17,0.44,2.8
HRK97021001,-34.04183333,23.15483333,6.64,31.46,369.14,0.1,0.43,1.43
PAP93101801,-34.35266667,18.887,10.17,24.48,474.61,0.22,0.42,3.61
OUT97083002,-33.874,22.21533333,7.26,30.83,348.05,0.08,0.43,2.07
OUT96012007,-33.91266667,22.126,4.23,35.73,305.86,0.03,0.41,4.22
OUT96050104,-33.81066667,23.123,6.64,31.46,369.14,0.1,0.43,1.43
CWR99121802,-32.464,19.12766667,-0.63,37.38,474.61,0.11,0.48,3.89
OUT95030410,-33.94833333,21.05416667,2.65,37.4,326.95,0.03,0.41,4.69
OUT96012004,-33.9095,22.14416667,4.23,35.73,305.86,0.03,0.41,4.22
OUT96012006,-33.90983333,22.13866667,4.23,35.73,305.86,0.03,0.41,4.22
CNR96021501,-34.24766667,18.41283333,11.12,25.9,374.41,0.22,0.34,3.64
OUT96031602,-33.86433333,22.4865,7.26,30.83,348.05,0.08,0.43,2.07
OUT97112903,-33.863,23.696,8.42,29.69,390.23,0.17,0.44,2.8
WAN97061802,-34.08133333,18.41216667,11.12,25.9,374.41,0.22,0.34,3.64
DER94122102,-34.372,20.572,8.98,29.13,237.3,0.02,0.37,4.33
DER94122103,-34.372,20.572,8.98,29.13,237.3,0.02,0.37,4.33
STU96073101,-34.53833333,20.03333333,5.49,30.49,374.41,0.13,0.4,4.09
DFJ99040902,-34.02583333,22.88,6.64,31.46,369.14,0.1,0.43,1.43
MEB99090401,-33.98516667,22.7725,7.26,30.83,348.05,0.08,0.43,2.07
CWRY0042402,-32.45316667,19.114,-0.63,37.38,474.61,0.11,0.48,3.89
WMP95010113,-33.536,19.434,0.23,36.51,527.34,0.21,0.47,3.48
HRK96042301,-33.95183333,23.88766667,8.42,29.69,390.23,0.17,0.44,2.8
DFJ97092203,-33.905,24.27,6.64,35.12,427.15,0.16,0.44,2.84
OUTY0070804,-33.881,22.06983333,4.23,35.73,305.86,0.03,0.41,4.22
NHE99062402,-34.42066667,20.75416667,8.98,29.13,237.3,0.02,0.37,4.33
FWV95092302,-34.5365,19.90583333,5.49,30.49,374.41,0.13,0.4,4.09
NGF94011502,-34.26233333,18.408,12.55,20.72,469.34,0,0.49,3.69
PAP98022201,-34.3545,18.901,10.17,24.48,474.61,0.22,0.42,3.61
APE96012809,-34.19683333,19.1825,1.57,36.73,458.79,0.16,0.45,3.73
AGR98042706,-33.95316667,19.18333333,1.57,36.73,458.79,0.16,0.45,3.73
GEH98080902,-33.45333333,19.09183333,0.23,36.51,527.34,0.21,0.47,3.48
AMMY3111216,-34.62483333,19.7055,5.49,30.49,374.41,0.13,0.4,4.09
VJK93041802,-33.94183333,20.71716667,2.62,36.51,290.04,0.03,0.41,4.58
APE93051905,-33.89016667,25.2725,8.8,34.44,421.88,0.15,0.43,2.87
MAJ93031801,-34.065,19.02166667,6.06,33.55,506.25,0.19,0.45,3.49
NGF94010101,-34.09233333,18.40266667,11.12,25.9,374.41,0.22,0.34,3.64
BHU95061901,-33.93283333,20.85433333,2.62,36.51,290.04,0.03,0.41,4.58
DFJ97120707,-33.5975,24.39,0.54,42.04,453.52,0.14,0.44,3.92
AGR92022702,-34.38866667,19.2795,6.87,29.51,363.87,0.14,0.41,3.67
QTS96031401,-33.90233333,23.7205,8.42,29.69,390.23,0.17,0.44,2.8
NSC95120305,-34.028,18.39216667,11.12,25.9,374.41,0.22,0.34,3.64
QTS96051103,-33.74466667,25.2215,2.58,42.57,511.52,0.16,0.41,3.06
VJK93060602,-33.97433333,20.73016667,2.62,36.51,290.04,0.03,0.41,4.58
OUT93050101,-33.89666667,22.54666667,7.26,30.83,348.05,0.08,0.43,2.07
VJK93060701,-34.00016667,20.76883333,2.62,36.51,290.04,0.03,0.41,4.58
DJL96111101,-33.982,18.42333333,11.12,25.9,374.41,0.22,0.34,3.64
LYM94020601,-33.9995,18.3595,11.12,25.9,374.41,0.22,0.34,3.64
DFJ96122901,-33.85,22.86666667,6.64,31.46,369.14,0.1,0.43,1.43
ACU99060802,-33.92033333,20.84833333,2.62,36.51,290.04,0.03,0.41,4.58
DFJ99080803,-33.92,20.86133333,2.62,36.51,290.04,0.03,0.41,4.58
DEB99043007,-34.515,19.66666667,6.87,29.51,363.87,0.14,0.41,3.67
QTS96051102,-33.75133333,25.22133333,8.8,34.44,421.88,0.15,0.43,2.87
AGR92020708,-33.9675,18.42633333,11.12,25.9,374.41,0.22,0.34,3.64
AGR92022205,-34.39683333,19.32316667,6.87,29.51,363.87,0.14,0.41,3.67
APE93011601,-34.15133333,19.13733333,1.57,36.73,458.79,0.16,0.45,3.73
AKS93090105,-34.06666667,18.38333333,11.12,25.9,374.41,0.22,0.34,3.64
QTS96051104,-33.74633333,25.22716667,2.58,42.57,511.52,0.16,0.41,3.06
WIJ99030102,-34.075,23.095,6.64,31.46,369.14,0.1,0.43,1.43
AGR92022705,-34.384,19.28166667,6.87,29.51,363.87,0.14,0.41,3.67
APE92051607,-33.53383333,19.13016667,0.23,36.51,527.34,0.21,0.47,3.48
AKS92061101,-34.4,19.3185,6.87,29.51,363.87,0.14,0.41,3.67
DFJ96121501,-33.92,23.73333333,8.42,29.69,390.23,0.17,0.44,2.8
OUT95122603,-33.96033333,23.54366667,8.42,29.69,390.23,0.17,0.44,2.8
OUT96092126,-34.32383333,18.91383333,10.17,24.48,474.61,0.22,0.42,3.61
SML97092203,-33.99866667,24.41283333,6.64,35.12,427.15,0.16,0.44,2.84
VJK93052301,-33.95066667,20.72883333,2.62,36.51,290.04,0.03,0.41,4.58
VJK93052302,-33.95066667,20.73166667,2.62,36.51,290.04,0.03,0.41,4.58
AVZ93112302,-33.99433333,20.50833333,2.62,36.51,290.04,0.03,0.41,4.58
DJL93121501,-33.98466667,18.42083333,11.12,25.9,374.41,0.22,0.34,3.64
NGF94040402,-34.07716667,18.392,11.12,25.9,374.41,0.22,0.34,3.64
WEL94043005,-34.31033333,19.1065,6.87,29.51,363.87,0.14,0.41,3.67
LYM94061201,-34.35133333,18.89983333,10.17,24.48,474.61,0.22,0.42,3.61
NGW98062301,-33.95166667,20.84416667,2.62,36.51,290.04,0.03,0.41,4.58
WMP96112404,-33.162,19.1365,-1.39,35.69,564.26,0.2,0.49,3.73
BHAY0050601,-33.99816667,22.83316667,6.64,31.46,369.14,0.1,0.43,1.43
AKS93050105,-33.9495,21.121,2.65,37.4,326.95,0.03,0.41,4.69
IVM98081902,-33.8915,18.90816667,6.06,33.55,506.25,0.19,0.45,3.49
AKS94090102,-33.7005,19.1145,0.23,36.51,527.34,0.21,0.47,3.48
GEH98021401,-33.2195,19.07316667,-1.39,35.69,564.26,0.2,0.49,3.73
OUT93050304,-33.89833333,22.54666667,7.26,30.83,348.05,0.08,0.43,2.07
WIJ92012604,-34.0275,19.01666667,6.06,33.55,506.25,0.19,0.45,3.49
NGF94061201,-34.3495,18.909,10.17,24.48,474.61,0.22,0.42,3.61
JBB98041402,-33.94233333,20.76083333,2.62,36.51,290.04,0.03,0.41,4.58
CRU95080901,-33.96083333,21.55083333,2.65,37.4,326.95,0.03,0.41,4.69
DFJ97050406,-33.98333333,24.31333333,6.64,35.12,427.15,0.16,0.44,2.84
DFJ97050407,-33.98,24.29166667,6.64,35.12,427.15,0.16,0.44,2.84
PVR92060302,-34.21516667,18.4505,6.06,33.55,506.25,0.19,0.45,3.49
VJK93052303,-33.95566667,20.72316667,2.62,36.51,290.04,0.03,0.41,4.58
VJK93052304,-33.95983333,20.72316667,2.62,36.51,290.04,0.03,0.41,4.58
VJK93052305,-33.96333333,20.71983333,2.62,36.51,290.04,0.03,0.41,4.58
VJK93052306,-33.96666667,20.71716667,2.62,36.51,290.04,0.03,0.41,4.58
VJK93052307,-33.969,20.7145,2.62,36.51,290.04,0.03,0.41,4.58
OUT93091804,-33.86916667,21.98583333,4.23,35.73,305.86,0.03,0.41,4.22
MHG93090903,-34.015,18.99,6.06,33.55,506.25,0.19,0.45,3.49
WMP93111402,-33.63333333,19.11133333,0.23,36.51,527.34,0.21,0.47,3.48
NGF94020601,-34.00083333,18.36933333,11.12,25.9,374.41,0.22,0.34,3.64
NGF94040401,-34.06933333,18.3965,11.12,25.9,374.41,0.22,0.34,3.64
SHL95091701,-33.97066667,18.40483333,11.12,25.9,374.41,0.22,0.34,3.64
SHL95091702,-33.968,18.40166667,11.12,25.9,374.41,0.22,0.34,3.64
SHL95091703,-33.9705,18.40916667,11.12,25.9,374.41,0.22,0.34,3.64
DFJ97083001,-33.86333333,22.8875,6.64,31.46,369.14,0.1,0.43,1.43
DFJ98112803,-33.81966667,22.73916667,7.26,30.83,348.05,0.08,0.43,2.07
WIJ92010203,-33.98833333,18.40833333,11.12,25.9,374.41,0.22,0.34,3.64
DOA94090309,-33.978,20.48833333,2.62,36.51,290.04,0.03,0.41,4.58
AKS92061103,-34.38466667,19.3135,6.87,29.51,363.87,0.14,0.41,3.67
AGR91122604,-34.0455,19.03816667,6.06,33.55,506.25,0.19,0.45,3.49
HCE96062906,-33.99366667,19.00366667,6.06,33.55,506.25,0.19,0.45,3.49
AKS94072801,-34.11,18.46133333,6.06,33.55,506.25,0.19,0.45,3.49
STU96120410,-34.41716667,19.65533333,6.87,29.51,363.87,0.14,0.41,3.67
GEH96010604,-33.16333333,19.1395,-1.39,35.69,564.26,0.2,0.49,3.73
TLE97050406,-34.29833333,18.94133333,10.17,24.48,474.61,0.22,0.42,3.61
APE93030605,-33.991,18.37633333,11.12,25.9,374.41,0.22,0.34,3.64
WIJ95061102,-34.33,19.30416667,6.87,29.51,363.87,0.14,0.41,3.67
WIJ98051610,-33.95416667,21.17333333,2.65,37.4,326.95,0.03,0.41,4.69
WIJ98051611,-33.955,21.16833333,2.65,37.4,326.95,0.03,0.41,4.69
WIJ93120407,-34.38833333,19.265,6.87,29.51,363.87,0.14,0.41,3.67
NAH94031206,-34.03866667,18.98866667,6.06,33.55,506.25,0.19,0.45,3.49
NAH95050202,-33.9575,21.20266667,2.65,37.4,326.95,0.03,0.41,4.69
AGR96033106,-34.3415,19.222,6.87,29.51,363.87,0.14,0.41,3.67
AGR95112606,-33.61,19.10033333,0.23,36.51,527.34,0.21,0.47,3.48
AGRY1013007,-33.93866667,21.64216667,4.23,35.73,305.86,0.03,0.41,4.22
NAH95042201,-34.303,19.02566667,10.17,24.48,474.61,0.22,0.42,3.61
AGR93030404,-33.759,23.16233333,6.64,31.46,369.14,0.1,0.43,1.43
AGR95032610,-34.3905,19.267,6.87,29.51,363.87,0.14,0.41,3.67
AGR98101505,-34.432,19.70116667,5.49,30.49,374.41,0.13,0.4,4.09
NSC95060302,-34.4045,19.19016667,6.87,29.51,363.87,0.14,0.41,3.67
WIJ98051608,-33.955,21.18833333,2.65,37.4,326.95,0.03,0.41,4.69
AGRY0121313,-33.819,22.8905,6.64,31.46,369.14,0.1,0.43,1.43
AGR94111902,-34.3495,18.92316667,10.17,24.48,474.61,0.22,0.42,3.61
JBB98041101,-33.95533333,20.9005,2.62,36.51,290.04,0.03,0.41,4.58
AGR92032509,-34.75316667,19.87216667,11.9,23.6,384.96,0.22,0.32,3.83
AGRY0112501,-33.7505,19.14033333,1.57,36.73,458.79,0.16,0.45,3.73
AGRY1013008,-33.941,21.63666667,4.23,35.73,305.86,0.03,0.41,4.22
WIJ95021108,-33.99333333,18.37666667,11.12,25.9,374.41,0.22,0.34,3.64
WIJ97072606,-33.9925,18.37833333,11.12,25.9,374.41,0.22,0.34,3.64
AGRY4031012,-33.527,19.14833333,0.23,36.51,527.34,0.21,0.47,3.48
PVR92061701,-33.9955,18.419,11.12,25.9,374.41,0.22,0.34,3.64
ASPY0070168,-33.78966667,25.08333333,8.8,34.44,421.88,0.15,0.43,2.87
AGRY0062913,-33.90266667,23.69416667,8.42,29.69,390.23,0.17,0.44,2.8
NGF96021603,-34.12883333,19.101,1.57,36.73,458.79,0.16,0.45,3.73
PINY0122815,-33.75833333,25.04466667,8.8,34.44,421.88,0.15,0.43,2.87
AMMY3111139,-34.405,19.45433333,6.87,29.51,363.87,0.14,0.41,3.67
TLE95011010,-34.39016667,19.26516667,6.87,29.51,363.87,0.14,0.41,3.67
APE94012910,-34.23083333,18.86,6.06,33.55,506.25,0.19,0.45,3.49
WIJ96022406,-34.38333333,19.28166667,6.87,29.51,363.87,0.14,0.41,3.67
WIJ99112019,-34.38333333,19.275,6.87,29.51,363.87,0.14,0.41,3.67
LKA99110901,-34.39733333,19.3205,6.87,29.51,363.87,0.14,0.41,3.67
WIJ92101810,-33.97666667,19.25833333,1.57,36.73,458.79,0.16,0.45,3.73
NAH96022403,-34.08633333,19.85316667,1.82,38.84,427.15,0.1,0.43,4.03
