,latitude,longitude,july_min,jan_max,prec,evap,soil,wind
2448,-34.5095,19.79216667,5.49,30.49,374.41,0.13,0.4,4.09
2449,-33.78066667,25.01666667,8.8,34.44,421.88,0.15,0.43,2.87
2450,-33.95716667,18.435,11.12,25.9,374.41,0.22,0.34,3.64
2451,-33.88016667,22.06833333,4.23,35.73,305.86,0.03,0.41,4.22
2452,-33.88016667,22.0635,4.23,35.73,305.86,0.03,0.41,4.22
2453,-33.88016667,22.05866667,4.23,35.73,305.86,0.03,0.41,4.22
2454,-33.87933333,22.05483333,4.23,35.73,305.86,0.03,0.41,4.22
2455,-33.81533333,25.1135,8.8,34.44,421.88,0.15,0.43,2.87
2456,-32.99833333,19.107,-1.39,35.69,564.26,0.2,0.49,3.73
2457,-34.31483333,18.90166667,10.17,24.48,474.61,0.22,0.42,3.61
2458,-33.98033333,21.321,2.65,37.4,326.95,0.03,0.41,4.69
2459,-33.98266667,21.317,2.65,37.4,326.95,0.03,0.41,4.69
2460,-34.0,18.40866667,11.12,25.9,374.41,0.22,0.34,3.64
2461,-33.996,18.41083333,11.12,25.9,374.41,0.22,0.34,3.64
2462,-34.236,18.93916667,6.06,33.55,506.25,0.19,0.45,3.49
2463,-34.30366667,18.944,10.17,24.48,474.61,0.22,0.42,3.61
2464,-34.30583333,18.893,10.17,24.48,474.61,0.22,0.42,3.61
2465,-33.991,21.28766667,2.65,37.4,326.95,0.03,0.41,4.69
2466,-33.9725,19.23066667,1.57,36.73,458.79,0.16,0.45,3.73
2467,-34.07033333,18.383,11.12,25.9,374.41,0.22,0.34,3.64
2468,-34.075,18.38383333,11.12,25.9,374.41,0.22,0.34,3.64
2469,-34.26083333,18.942,10.17,24.48,474.61,0.22,0.42,3.61
2470,-34.25,18.93333333,6.06,33.55,506.25,0.19,0.45,3.49
2471,-34.27066667,18.936,10.17,24.48,474.61,0.22,0.42,3.61
2472,-34.33566667,18.89616667,10.17,24.48,474.61,0.22,0.42,3.61
2473,-34.34283333,18.90433333,10.17,24.48,474.61,0.22,0.42,3.61
2474,-33.73383333,19.99133333,-1.1,36.98,622.27,0.15,0.55,3.74
2475,-33.74466667,19.99083333,-1.1,36.98,622.27,0.15,0.55,3.74
2476,-33.981,19.242,1.57,36.73,458.79,0.16,0.45,3.73
2477,-33.98566667,19.26566667,1.57,36.73,458.79,0.16,0.45,3.73
2478,-34.00983333,19.008,6.06,33.55,506.25,0.19,0.45,3.49
2479,-33.99683333,19.00916667,6.06,33.55,506.25,0.19,0.45,3.49
2480,-33.99466667,19.00583333,6.06,33.55,506.25,0.19,0.45,3.49
2481,-33.58566667,19.16283333,0.23,36.51,527.34,0.21,0.47,3.48
2482,-33.595,19.16833333,0.23,36.51,527.34,0.21,0.47,3.48
2483,-33.91533333,22.4435,7.26,30.83,348.05,0.08,0.43,2.07
2484,-33.928,22.4375,7.26,30.83,348.05,0.08,0.43,2.07
2485,-34.38516667,19.31883333,6.87,29.51,363.87,0.14,0.41,3.67
2486,-33.91483333,23.14383333,6.64,31.46,369.14,0.1,0.43,1.43
2487,-33.92033333,22.43233333,7.26,30.83,348.05,0.08,0.43,2.07
2488,-34.31266667,18.99883333,10.17,24.48,474.61,0.22,0.42,3.61
2489,-34.296,19.041,10.17,24.48,474.61,0.22,0.42,3.61
2490,-34.30016667,19.02216667,10.17,24.48,474.61,0.22,0.42,3.61
2491,-33.977,19.26766667,1.57,36.73,458.79,0.16,0.45,3.73
2492,-33.95783333,20.80766667,2.62,36.51,290.04,0.03,0.41,4.58
2493,-33.94683333,20.80916667,2.62,36.51,290.04,0.03,0.41,4.58
2494,-33.79633333,25.08616667,8.8,34.44,421.88,0.15,0.43,2.87
2495,-33.7915,25.08,8.8,34.44,421.88,0.15,0.43,2.87
2496,-33.89016667,25.2715,8.8,34.44,421.88,0.15,0.43,2.87
2497,-34.18416667,19.169,1.57,36.73,458.79,0.16,0.45,3.73
2498,-33.9705,21.26133333,2.65,37.4,326.95,0.03,0.41,4.69
2499,-33.97116667,21.25216667,2.65,37.4,326.95,0.03,0.41,4.69
2500,-34.66383333,19.65166667,6.87,29.51,363.87,0.14,0.41,3.67
2501,-34.32833333,19.21716667,6.87,29.51,363.87,0.14,0.41,3.67
2502,-33.46733333,19.093,0.23,36.51,527.34,0.21,0.47,3.48
2503,-34.36933333,20.55516667,8.98,29.13,237.3,0.02,0.37,4.33
2504,-34.2735,18.85783333,10.17,24.48,474.61,0.22,0.42,3.61
2505,-34.27666667,18.87283333,10.17,24.48,474.61,0.22,0.42,3.61
2506,-34.01533333,19.62316667,1.57,36.73,458.79,0.16,0.45,3.73
2507,-34.26083333,18.87983333,10.17,24.48,474.61,0.22,0.42,3.61
2508,-33.61866667,19.13016667,0.23,36.51,527.34,0.21,0.47,3.48
2509,-34.0995,18.445,6.06,33.55,506.25,0.19,0.45,3.49
2510,-34.39766667,19.32166667,6.87,29.51,363.87,0.14,0.41,3.67
2511,-34.25533333,18.472,10.17,24.48,474.61,0.22,0.42,3.61
2512,-34.07616667,18.385,11.12,25.9,374.41,0.22,0.34,3.64
2513,-34.06666667,18.39033333,11.12,25.9,374.41,0.22,0.34,3.64
2514,-34.10266667,18.43816667,6.06,33.55,506.25,0.19,0.45,3.49
2515,-34.10583333,18.44,6.06,33.55,506.25,0.19,0.45,3.49
2516,-34.00233333,18.40433333,11.12,25.9,374.41,0.22,0.34,3.64
2517,-33.99816667,18.40883333,11.12,25.9,374.41,0.22,0.34,3.64
2518,-34.3915,20.5725,8.98,29.13,237.3,0.02,0.37,4.33
2519,-34.24366667,18.89033333,6.06,33.55,506.25,0.19,0.45,3.49
2520,-34.34866667,18.93233333,10.17,24.48,474.61,0.22,0.42,3.61
2521,-33.93483333,23.08666667,6.64,31.46,369.14,0.1,0.43,1.43
2522,-34.17383333,19.18616667,1.57,36.73,458.79,0.16,0.45,3.73
2523,-34.17966667,19.16433333,1.57,36.73,458.79,0.16,0.45,3.73
2524,-34.177,19.171,1.57,36.73,458.79,0.16,0.45,3.73
2525,-34.17583333,19.176,1.57,36.73,458.79,0.16,0.45,3.73
2526,-34.04916667,18.99033333,6.06,33.55,506.25,0.19,0.45,3.49
2527,-33.937,20.82683333,2.62,36.51,290.04,0.03,0.41,4.58
2528,-33.93466667,20.83116667,2.62,36.51,290.04,0.03,0.41,4.58
2529,-33.9275,20.88166667,2.62,36.51,290.04,0.03,0.41,4.58
2530,-33.93,20.86133333,2.62,36.51,290.04,0.03,0.41,4.58
2531,-33.94733333,20.93066667,2.62,36.51,290.04,0.03,0.41,4.58
2532,-34.069,18.39516667,11.12,25.9,374.41,0.22,0.34,3.64
2533,-34.37416667,19.32433333,6.87,29.51,363.87,0.14,0.41,3.67
2534,-34.022,19.5425,1.57,36.73,458.79,0.16,0.45,3.73
2535,-33.86216667,22.29783333,7.26,30.83,348.05,0.08,0.43,2.07
2536,-33.92166667,20.88,2.62,36.51,290.04,0.03,0.41,4.58
2537,-34.328,18.92683333,10.17,24.48,474.61,0.22,0.42,3.61
2538,-34.44733333,19.67383333,6.87,29.51,363.87,0.14,0.41,3.67
2539,-33.98266667,21.32416667,2.65,37.4,326.95,0.03,0.41,4.69
2540,-33.98566667,21.32333333,2.65,37.4,326.95,0.03,0.41,4.69
2541,-33.98566667,21.33016667,2.65,37.4,326.95,0.03,0.41,4.69
2542,-33.92616667,20.33166667,2.62,36.51,290.04,0.03,0.41,4.58
2543,-33.913,20.28316667,1.82,38.84,427.15,0.1,0.43,4.03
2544,-34.31933333,18.87583333,10.17,24.48,474.61,0.22,0.42,3.61
2545,-33.98866667,19.40833333,1.57,36.73,458.79,0.16,0.45,3.73
2546,-33.98966667,19.41283333,1.57,36.73,458.79,0.16,0.45,3.73
2547,-34.24233333,18.90383333,6.06,33.55,506.25,0.19,0.45,3.49
2548,-33.70816667,19.11566667,0.23,36.51,527.34,0.21,0.47,3.48
2549,-34.332,18.89133333,10.17,24.48,474.61,0.22,0.42,3.61
2550,-34.34183333,18.8995,10.17,24.48,474.61,0.22,0.42,3.61
2551,-33.97383333,19.2565,1.57,36.73,458.79,0.16,0.45,3.73
2552,-33.96583333,19.25483333,1.57,36.73,458.79,0.16,0.45,3.73
2553,-34.2905,19.065,6.87,29.51,363.87,0.14,0.41,3.67
2554,-34.28833333,19.05483333,10.17,24.48,474.61,0.22,0.42,3.61
2555,-34.2975,19.03166667,10.17,24.48,474.61,0.22,0.42,3.61
2556,-34.29416667,19.03666667,10.17,24.48,474.61,0.22,0.42,3.61
2557,-33.95266667,20.3445,2.62,36.51,290.04,0.03,0.41,4.58
2558,-34.37883333,19.392,6.87,29.51,363.87,0.14,0.41,3.67
2559,-34.055,18.38666667,11.12,25.9,374.41,0.22,0.34,3.64
2560,-33.97116667,20.70416667,2.62,36.51,290.04,0.03,0.41,4.58
2561,-34.115,18.43,11.12,25.9,374.41,0.22,0.34,3.64
2562,-33.69583333,19.1175,0.23,36.51,527.34,0.21,0.47,3.48
2563,-33.69666667,19.11333333,0.23,36.51,527.34,0.21,0.47,3.48
2564,-34.07633333,18.38383333,11.12,25.9,374.41,0.22,0.34,3.64
2565,-33.9525,20.84683333,2.62,36.51,290.04,0.03,0.41,4.58
2566,-34.33666667,18.945,10.17,24.48,474.61,0.22,0.42,3.61
2567,-34.3275,18.98083333,10.17,24.48,474.61,0.22,0.42,3.61
2568,-34.21416667,18.44916667,6.06,33.55,506.25,0.19,0.45,3.49
2569,-34.18583333,18.395,11.12,25.9,374.41,0.22,0.34,3.64
2570,-34.068,19.01666667,6.06,33.55,506.25,0.19,0.45,3.49
2571,-34.04766667,18.99666667,6.06,33.55,506.25,0.19,0.45,3.49
2572,-34.017,18.988,6.06,33.55,506.25,0.19,0.45,3.49
2573,-33.99616667,20.49683333,2.62,36.51,290.04,0.03,0.41,4.58
2574,-33.97066667,20.49683333,2.62,36.51,290.04,0.03,0.41,4.58
2575,-33.946,20.38433333,2.62,36.51,290.04,0.03,0.41,4.58
2576,-33.95266667,20.34033333,2.62,36.51,290.04,0.03,0.41,4.58
2577,-33.96483333,20.33433333,2.62,36.51,290.04,0.03,0.41,4.58
2578,-33.9695,20.34733333,2.62,36.51,290.04,0.03,0.41,4.58
2579,-33.98466667,20.40866667,2.62,36.51,290.04,0.03,0.41,4.58
2580,-34.39183333,20.576,8.98,29.13,237.3,0.02,0.37,4.33
2581,-34.06583333,19.015,6.06,33.55,506.25,0.19,0.45,3.49
2582,-34.04333333,19.03366667,6.06,33.55,506.25,0.19,0.45,3.49
2583,-34.541,19.914,5.49,30.49,374.41,0.13,0.4,4.09
2584,-34.536,19.91483333,5.49,30.49,374.41,0.13,0.4,4.09
2585,-34.52883333,19.90216667,5.49,30.49,374.41,0.13,0.4,4.09
2586,-34.10683333,19.07633333,1.57,36.73,458.79,0.16,0.45,3.73
2587,-34.11433333,19.09083333,1.57,36.73,458.79,0.16,0.45,3.73
2588,-34.11866667,19.092,1.57,36.73,458.79,0.16,0.45,3.73
2589,-34.12116667,19.101,1.57,36.73,458.79,0.16,0.45,3.73
2590,-34.109,19.12383333,1.57,36.73,458.79,0.16,0.45,3.73
2591,-34.0685,18.393,11.12,25.9,374.41,0.22,0.34,3.64
2592,-34.07033333,18.386,11.12,25.9,374.41,0.22,0.34,3.64
2593,-34.32783333,18.93216667,10.17,24.48,474.61,0.22,0.42,3.61
2594,-33.85716667,22.01283333,4.23,35.73,305.86,0.03,0.41,4.22
2595,-33.95583333,18.43716667,11.12,25.9,374.41,0.22,0.34,3.64
2596,-34.09533333,18.43766667,6.06,33.55,506.25,0.19,0.45,3.49
2597,-33.92283333,22.43766667,7.26,30.83,348.05,0.08,0.43,2.07
2598,-34.1505,18.9285,6.06,33.55,506.25,0.19,0.45,3.49
2599,-34.29016667,18.9395,10.17,24.48,474.61,0.22,0.42,3.61
2600,-34.0075,19.66066667,1.57,36.73,458.79,0.16,0.45,3.73
2601,-34.01033333,19.623,1.57,36.73,458.79,0.16,0.45,3.73
2602,-34.0275,22.97316667,6.64,31.46,369.14,0.1,0.43,1.43
2603,-34.2685,18.96833333,10.17,24.48,474.61,0.22,0.42,3.61
2604,-34.277,18.92716667,10.17,24.48,474.61,0.22,0.42,3.61
2605,-34.11466667,18.43383333,11.12,25.9,374.41,0.22,0.34,3.64
2606,-34.09816667,18.96833333,6.06,33.55,506.25,0.19,0.45,3.49
2607,-34.10383333,18.44083333,6.06,33.55,506.25,0.19,0.45,3.49
2608,-34.036,19.03933333,6.06,33.55,506.25,0.19,0.45,3.49
2609,-34.10766667,18.43983333,6.06,33.55,506.25,0.19,0.45,3.49
2610,-33.71933333,19.87683333,-1.1,36.98,622.27,0.15,0.55,3.74
2611,-34.11666667,18.436,11.12,25.9,374.41,0.22,0.34,3.64
2612,-34.67116667,19.5895,6.87,29.51,363.87,0.14,0.41,3.67
2613,-34.02716667,19.33383333,1.57,36.73,458.79,0.16,0.45,3.73
2614,-34.03266667,19.3395,1.57,36.73,458.79,0.16,0.45,3.73
2615,-34.13366667,19.89183333,1.82,38.84,427.15,0.1,0.43,4.03
2616,-34.264,18.44433333,10.17,24.48,474.61,0.22,0.42,3.61
2617,-34.266,18.43066667,12.55,20.72,469.34,0.0,0.49,3.69
2618,-34.24983333,18.895,6.06,33.55,506.25,0.19,0.45,3.49
2619,-34.2595,18.89616667,10.17,24.48,474.61,0.22,0.42,3.61
2620,-34.26366667,18.89783333,10.17,24.48,474.61,0.22,0.42,3.61
2621,-34.07433333,18.40433333,11.12,25.9,374.41,0.22,0.34,3.64
2622,-34.07566667,18.39083333,11.12,25.9,374.41,0.22,0.34,3.64
2623,-33.917,22.44366667,7.26,30.83,348.05,0.08,0.43,2.07
2624,-34.37483333,20.5765,8.98,29.13,237.3,0.02,0.37,4.33
2625,-34.41666667,20.717,8.98,29.13,237.3,0.02,0.37,4.33
2626,-34.02383333,19.586,1.57,36.73,458.79,0.16,0.45,3.73
2627,-34.118,18.43883333,6.06,33.55,506.25,0.19,0.45,3.49
2628,-34.115,18.4365,11.12,25.9,374.41,0.22,0.34,3.64
2629,-34.1135,18.44033333,6.06,33.55,506.25,0.19,0.45,3.49
2630,-34.39283333,20.56883333,8.98,29.13,237.3,0.02,0.37,4.33
2631,-34.322,19.46333333,6.87,29.51,363.87,0.14,0.41,3.67
2632,-34.32566667,19.48016667,6.87,29.51,363.87,0.14,0.41,3.67
2633,-33.86983333,22.38983333,7.26,30.83,348.05,0.08,0.43,2.07
2634,-34.30766667,19.01183333,10.17,24.48,474.61,0.22,0.42,3.61
2635,-34.3095,19.001,10.17,24.48,474.61,0.22,0.42,3.61
2636,-34.2895,19.035,10.17,24.48,474.61,0.22,0.42,3.61
2637,-34.30916667,18.99883333,10.17,24.48,474.61,0.22,0.42,3.61
2638,-34.313,19.00716667,10.17,24.48,474.61,0.22,0.42,3.61
2639,-34.30333333,19.02483333,10.17,24.48,474.61,0.22,0.42,3.61
2640,-33.99816667,18.408,11.12,25.9,374.41,0.22,0.34,3.64
2641,-33.8465,22.11833333,4.23,35.73,305.86,0.03,0.41,4.22
2642,-33.87433333,21.934,4.23,35.73,305.86,0.03,0.41,4.22
2643,-34.20366667,18.90083333,6.06,33.55,506.25,0.19,0.45,3.49
2644,-34.20833333,18.885,6.06,33.55,506.25,0.19,0.45,3.49
2645,-34.2185,18.85533333,6.06,33.55,506.25,0.19,0.45,3.49
2646,-34.38133333,19.27033333,6.87,29.51,363.87,0.14,0.41,3.67
2647,-34.37883333,19.27433333,6.87,29.51,363.87,0.14,0.41,3.67
2648,-34.379,19.2795,6.87,29.51,363.87,0.14,0.41,3.67
2649,-34.38466667,19.2975,6.87,29.51,363.87,0.14,0.41,3.67
2650,-34.38783333,19.29516667,6.87,29.51,363.87,0.14,0.41,3.67
2651,-34.20183333,18.89083333,6.06,33.55,506.25,0.19,0.45,3.49
2652,-34.17516667,18.9645,6.06,33.55,506.25,0.19,0.45,3.49
2653,-34.1765,18.94466667,6.06,33.55,506.25,0.19,0.45,3.49
2654,-34.2045,18.89783333,6.06,33.55,506.25,0.19,0.45,3.49
2655,-34.21266667,18.885,6.06,33.55,506.25,0.19,0.45,3.49
2656,-34.19766667,18.86766667,6.06,33.55,506.25,0.19,0.45,3.49
2657,-34.39366667,19.42533333,6.87,29.51,363.87,0.14,0.41,3.67
2658,-34.415,19.69433333,5.49,30.49,374.41,0.13,0.4,4.09
2659,-34.048,19.016,6.06,33.55,506.25,0.19,0.45,3.49
2660,-34.04433333,18.99016667,6.06,33.55,506.25,0.19,0.45,3.49
2661,-34.0405,18.98966667,6.06,33.55,506.25,0.19,0.45,3.49
2662,-34.04916667,19.00233333,6.06,33.55,506.25,0.19,0.45,3.49
2663,-33.95283333,20.84733333,2.62,36.51,290.04,0.03,0.41,4.58
2664,-33.8645,22.01616667,4.23,35.73,305.86,0.03,0.41,4.22
2665,-33.86633333,22.01683333,4.23,35.73,305.86,0.03,0.41,4.22
2666,-33.8675,22.01866667,4.23,35.73,305.86,0.03,0.41,4.22
2667,-33.869,22.0225,4.23,35.73,305.86,0.03,0.41,4.22
2668,-33.91033333,21.815,4.23,35.73,305.86,0.03,0.41,4.22
2669,-34.3815,19.27516667,6.87,29.51,363.87,0.14,0.41,3.67
2670,-33.87516667,22.43,7.26,30.83,348.05,0.08,0.43,2.07
2671,-33.95316667,21.73183333,4.23,35.73,305.86,0.03,0.41,4.22
2672,-33.95683333,21.19533333,2.65,37.4,326.95,0.03,0.41,4.69
2673,-33.986,20.4725,2.62,36.51,290.04,0.03,0.41,4.58
2674,-34.39,19.325,6.87,29.51,363.87,0.14,0.41,3.67
2675,-34.1905,19.164,1.57,36.73,458.79,0.16,0.45,3.73
2676,-33.95366667,18.43866667,6.06,33.55,506.25,0.19,0.45,3.49
2677,-34.30866667,18.93733333,10.17,24.48,474.61,0.22,0.42,3.61
2678,-34.09816667,18.45616667,6.06,33.55,506.25,0.19,0.45,3.49
2679,-34.44233333,19.65883333,6.87,29.51,363.87,0.14,0.41,3.67
2680,-34.44016667,19.67716667,6.87,29.51,363.87,0.14,0.41,3.67
2681,-34.50766667,19.83166667,5.49,30.49,374.41,0.13,0.4,4.09
2682,-33.88333333,25.255,8.8,34.44,421.88,0.15,0.43,2.87
2683,-33.36166667,26.51566667,5.97,39.13,711.91,0.3,0.42,3.99
2684,-33.33816667,26.302,5.97,39.13,711.91,0.3,0.42,3.99
2685,-34.10883333,18.96916667,6.06,33.55,506.25,0.19,0.45,3.49
2686,-34.11266667,18.97716667,6.06,33.55,506.25,0.19,0.45,3.49
2687,-33.9125,22.4475,7.26,30.83,348.05,0.08,0.43,2.07
2688,-34.02933333,19.457,1.57,36.73,458.79,0.16,0.45,3.73
2689,-33.9995,19.44166667,1.57,36.73,458.79,0.16,0.45,3.73
2690,-33.95716667,20.84783333,2.62,36.51,290.04,0.03,0.41,4.58
2691,-34.10383333,18.44083333,6.06,33.55,506.25,0.19,0.45,3.49
2692,-34.05583333,19.06766667,1.57,36.73,458.79,0.16,0.45,3.73
2693,-33.95183333,21.436,2.65,37.4,326.95,0.03,0.41,4.69
2694,-33.95716667,21.43233333,2.65,37.4,326.95,0.03,0.41,4.69
2695,-34.035,19.45033333,1.57,36.73,458.79,0.16,0.45,3.73
2696,-34.08933333,18.98616667,6.06,33.55,506.25,0.19,0.45,3.49
2697,-33.52483333,19.106,0.23,36.51,527.34,0.21,0.47,3.48
2698,-34.06083333,18.3865,11.12,25.9,374.41,0.22,0.34,3.64
2699,-34.04083333,19.67083333,1.57,36.73,458.79,0.16,0.45,3.73
2700,-33.95633333,20.85,2.62,36.51,290.04,0.03,0.41,4.58
2701,-33.91083333,22.13866667,4.23,35.73,305.86,0.03,0.41,4.22
2702,-34.32083333,18.98333333,10.17,24.48,474.61,0.22,0.42,3.61
2703,-34.39383333,20.57283333,8.98,29.13,237.3,0.02,0.37,4.33
2704,-34.37483333,20.56933333,8.98,29.13,237.3,0.02,0.37,4.33
2705,-34.06966667,19.02433333,6.06,33.55,506.25,0.19,0.45,3.49
2706,-34.10816667,18.451,6.06,33.55,506.25,0.19,0.45,3.49
2707,-33.891,22.4285,7.26,30.83,348.05,0.08,0.43,2.07
2708,-34.09333333,18.44,6.06,33.55,506.25,0.19,0.45,3.49
2709,-34.05183333,19.03716667,6.06,33.55,506.25,0.19,0.45,3.49
2710,-34.0535,19.0365,6.06,33.55,506.25,0.19,0.45,3.49
2711,-34.05533333,19.82516667,1.82,38.84,427.15,0.1,0.43,4.03
2712,-34.28516667,18.93383333,10.17,24.48,474.61,0.22,0.42,3.61
2713,-34.11666667,18.97783333,6.06,33.55,506.25,0.19,0.45,3.49
2714,-34.122,18.975,6.06,33.55,506.25,0.19,0.45,3.49
2715,-33.70633333,19.83116667,-1.1,36.98,622.27,0.15,0.55,3.74
2716,-34.0545,18.3855,11.12,25.9,374.41,0.22,0.34,3.64
2717,-34.00783333,19.65966667,1.57,36.73,458.79,0.16,0.45,3.73
2718,-34.0915,19.88533333,1.82,38.84,427.15,0.1,0.43,4.03
2719,-33.81783333,22.78316667,7.26,30.83,348.05,0.08,0.43,2.07
2720,-33.92516667,22.45533333,7.26,30.83,348.05,0.08,0.43,2.07
2721,-34.21916667,18.88283333,6.06,33.55,506.25,0.19,0.45,3.49
2722,-33.82416667,22.90383333,6.64,31.46,369.14,0.1,0.43,1.43
2723,-34.24183333,18.4645,6.06,33.55,506.25,0.19,0.45,3.49
2724,-34.43283333,19.6925,5.49,30.49,374.41,0.13,0.4,4.09
2725,-33.92166667,22.47266667,7.26,30.83,348.05,0.08,0.43,2.07
2726,-34.078,18.392,11.12,25.9,374.41,0.22,0.34,3.64
2727,-32.97883333,19.10633333,-1.39,35.69,564.26,0.2,0.49,3.73
2728,-34.09366667,18.44783333,6.06,33.55,506.25,0.19,0.45,3.49
2729,-34.22433333,18.88166667,6.06,33.55,506.25,0.19,0.45,3.49
2730,-34.21883333,18.8795,6.06,33.55,506.25,0.19,0.45,3.49
2731,-34.24016667,18.928,6.06,33.55,506.25,0.19,0.45,3.49
2732,-34.28783333,19.03983333,10.17,24.48,474.61,0.22,0.42,3.61
2733,-34.38283333,19.27616667,6.87,29.51,363.87,0.14,0.41,3.67
2734,-33.20266667,19.06766667,-1.39,35.69,564.26,0.2,0.49,3.73
2735,-34.0955,18.43983333,6.06,33.55,506.25,0.19,0.45,3.49
2736,-34.15533333,19.14583333,1.57,36.73,458.79,0.16,0.45,3.73
2737,-33.93016667,23.71666667,8.42,29.69,390.23,0.17,0.44,2.8
2738,-34.08,18.39333333,11.12,25.9,374.41,0.22,0.34,3.64
2739,-33.97516667,23.62916667,8.42,29.69,390.23,0.17,0.44,2.8
2740,-34.02616667,18.39466667,11.12,25.9,374.41,0.22,0.34,3.64
2741,-34.40316667,19.31366667,6.87,29.51,363.87,0.14,0.41,3.67
2742,-34.23016667,18.89733333,6.06,33.55,506.25,0.19,0.45,3.49
2743,-34.21666667,18.8865,6.06,33.55,506.25,0.19,0.45,3.49
2744,-34.213,18.88483333,6.06,33.55,506.25,0.19,0.45,3.49
2745,-34.37966667,20.5755,8.98,29.13,237.3,0.02,0.37,4.33
2746,-33.97433333,19.25916667,1.57,36.73,458.79,0.16,0.45,3.73
2747,-34.37816667,19.40216667,6.87,29.51,363.87,0.14,0.41,3.67
2748,-34.387,19.35383333,6.87,29.51,363.87,0.14,0.41,3.67
2749,-34.34166667,18.93116667,10.17,24.48,474.61,0.22,0.42,3.61
2750,-34.341,18.936,10.17,24.48,474.61,0.22,0.42,3.61
2751,-34.39616667,20.56883333,8.98,29.13,237.3,0.02,0.37,4.33
2752,-34.37566667,20.58,8.98,29.13,237.3,0.02,0.37,4.33
2753,-34.378,20.584,8.98,29.13,237.3,0.02,0.37,4.33
2754,-34.2815,18.83983333,10.17,24.48,474.61,0.22,0.42,3.61
2755,-34.2815,18.84583333,10.17,24.48,474.61,0.22,0.42,3.61
2756,-34.27666667,18.85783333,10.17,24.48,474.61,0.22,0.42,3.61
2757,-34.09633333,18.43466667,11.12,25.9,374.41,0.22,0.34,3.64
2758,-34.02516667,19.60783333,1.57,36.73,458.79,0.16,0.45,3.73
2759,-34.319,19.30433333,6.87,29.51,363.87,0.14,0.41,3.67
2760,-33.986,21.28966667,2.65,37.4,326.95,0.03,0.41,4.69
2761,-33.91266667,25.221,8.8,34.44,421.88,0.15,0.43,2.87
2762,-34.3315,18.9225,10.17,24.48,474.61,0.22,0.42,3.61
2763,-34.32833333,18.91716667,10.17,24.48,474.61,0.22,0.42,3.61
2764,-34.32566667,18.9135,10.17,24.48,474.61,0.22,0.42,3.61
2765,-34.322,18.91016667,10.17,24.48,474.61,0.22,0.42,3.61
2766,-34.31533333,18.90583333,10.17,24.48,474.61,0.22,0.42,3.61
2767,-33.94966667,21.13066667,2.65,37.4,326.95,0.03,0.41,4.69
2768,-34.291,19.03283333,10.17,24.48,474.61,0.22,0.42,3.61
2769,-34.30683333,18.99883333,10.17,24.48,474.61,0.22,0.42,3.61
2770,-34.3135,19.01216667,10.17,24.48,474.61,0.22,0.42,3.61
2771,-33.91916667,20.86116667,2.62,36.51,290.04,0.03,0.41,4.58
2772,-34.30133333,18.93383333,10.17,24.48,474.61,0.22,0.42,3.61
2773,-34.3205,18.91833333,10.17,24.48,474.61,0.22,0.42,3.61
2774,-34.32633333,18.93166667,10.17,24.48,474.61,0.22,0.42,3.61
2775,-34.33216667,18.95433333,10.17,24.48,474.61,0.22,0.42,3.61
2776,-34.34366667,18.92583333,10.17,24.48,474.61,0.22,0.42,3.61
2777,-34.44233333,19.66883333,6.87,29.51,363.87,0.14,0.41,3.67
2778,-33.91433333,22.20616667,7.26,30.83,348.05,0.08,0.43,2.07
2779,-33.95783333,21.19333333,2.65,37.4,326.95,0.03,0.41,4.69
2780,-33.77516667,25.051,8.8,34.44,421.88,0.15,0.43,2.87
2781,-33.7725,25.04783333,8.8,34.44,421.88,0.15,0.43,2.87
2782,-34.216,18.45083333,6.06,33.55,506.25,0.19,0.45,3.49
2783,-33.791,23.355,6.64,31.46,369.14,0.1,0.43,1.43
2784,-34.20683333,18.907,6.06,33.55,506.25,0.19,0.45,3.49
2785,-34.22433333,18.8795,6.06,33.55,506.25,0.19,0.45,3.49
2786,-34.24466667,18.92616667,6.06,33.55,506.25,0.19,0.45,3.49
2787,-34.24633333,18.93166667,6.06,33.55,506.25,0.19,0.45,3.49
2788,-34.09466667,18.4405,6.06,33.55,506.25,0.19,0.45,3.49
2789,-33.99233333,19.0195,6.06,33.55,506.25,0.19,0.45,3.49
2790,-33.97616667,20.35583333,2.62,36.51,290.04,0.03,0.41,4.58
2791,-33.96616667,20.3355,2.62,36.51,290.04,0.03,0.41,4.58
2792,-33.97116667,20.35966667,2.62,36.51,290.04,0.03,0.41,4.58
2793,-33.97883333,20.358,2.62,36.51,290.04,0.03,0.41,4.58
2794,-34.395,19.37116667,6.87,29.51,363.87,0.14,0.41,3.67
2795,-34.38283333,19.42466667,6.87,29.51,363.87,0.14,0.41,3.67
2796,-34.3905,19.42683333,6.87,29.51,363.87,0.14,0.41,3.67
2797,-34.39366667,19.4335,6.87,29.51,363.87,0.14,0.41,3.67
2798,-34.3925,19.43816667,6.87,29.51,363.87,0.14,0.41,3.67
2799,-33.8,19.157,1.57,36.73,458.79,0.16,0.45,3.73
2800,-34.382,19.28433333,6.87,29.51,363.87,0.14,0.41,3.67
2801,-34.03566667,19.46183333,1.57,36.73,458.79,0.16,0.45,3.73
2802,-34.14233333,19.14366667,1.57,36.73,458.79,0.16,0.45,3.73
2803,-34.32666667,19.29333333,6.87,29.51,363.87,0.14,0.41,3.67
2804,-34.1175,18.42833333,11.12,25.9,374.41,0.22,0.34,3.64
