Obs,Latitude,Longitude
PVR96111711,-32.77883333,18.75533333
WIJ96122608,-34.14916667,18.39166667
GEH96121101,-33.38383333,19.11566667
SMR96090505,-33.49666667,19.08166667
SMR96090507,-33.4905,19.07916667
AJT97040302,-34.21033333,21.67783333
WIJ97032003,-32.145,19.015
WIJ97032107,-32.216,19.09616667
JAT97051101,-34.14766667,18.4
JAT97051102,-34.14783333,18.39533333
DJL97091104,-34.08933333,19.2855
DJL97091108,-34.16266667,19.22533333
JID97092101,-31.37116667,19.02316667
WIJ97091301,-34.35333333,18.90333333
WIJ98031304,-32.525,19.27083333
WIJ98031315,-32.54166667,19.27666667
DJL98032507,-33.40366667,19.11
JAT97113005,-32.3685,19.24083333
PHS98082003,-33.79066667,19.32466667
JID98100206,-33.013,19.05783333
SMR98102208,-33.29033333,20.64483333
SMR98102209,-33.29266667,20.639
SMR98102210,-33.29416667,20.63333333
SMR98102211,-33.29666667,20.6275
PVR98092402,-34.01216667,21.17316667
TLE98092402,-34.00316667,21.15416667
TLE98092404,-34.02516667,21.07866667
GRV98102903,-33.79683333,22.49416667
WIJ99022806,-33.97833333,21.73833333
WIJ99030901,-33.99583333,22.72
WIJ99031202,-34.17333333,21.53833333
PMR99022601,-33.84083333,18.62316667
NSC99070401,-33.98716667,22.828
JID99072103,-33.90183333,18.7705
AGR99091201,-33.85233333,18.58716667
PVR99092401,-33.04616667,19.0985
PVR99092404,-33.0565,19.14733333
LKA99121101,-34.07433333,18.37283333
LKA99121103,-34.063,18.37833333
SAS97092404,-33.71133333,23.236
JIDY0030906,-33.46166667,19.6285
TLEY0022405,-32.136,19.0335
JIDY0052401,-34.425,19.76633333
JIDY0052403,-34.446,19.789
WIJY0082005,-32.203,19.002
LKAY0011202,-33.05183333,19.08433333
LKAY0011308,-33.01083333,19.1285
GEKY0101502,-33.936,21.41016667
AMMY0112212,-32.79816667,19.279
AMMY0112223,-32.93383333,19.28116667
AMMY0112307,-33.10583333,19.3635
TLE98030101,-34.26966667,18.4655
TLE98040101,-34.33633333,18.83016667
TLE99100205,-34.04,18.864
TLEY0112610,-34.03616667,18.8725
TLEY1012811,-33.99916667,18.3885
AMMY0121104,-33.84633333,23.23333333
SGAY0121514,-33.67483333,23.34216667
AGRY1032728,-33.3265,25.7665
SGAY1012003,-34.28516667,20.972
SGAY1012101,-34.3675,20.63333333
SGAY1012102,-34.37066667,20.63333333
SGAY1032812,-33.29316667,25.52316667
SASY1012014,-34.3405,20.92466667
SASY1012104,-34.372,20.6495
SGAY1020704,-33.28383333,20.565
SGAY1020714,-33.2825,20.6625
SGAY1030606,-34.04766667,21.107
JIDY1032203,-34.10316667,19.85833333
AMMY1022806,-34.55066667,19.858
KEHY0101908,-33.60183333,19.30383333
PMRY1112201,-34.23733333,19.186
PMRY1112202,-34.23416667,19.19733333
AGRY2083008,-34.59333333,19.49133333
AGRY2092745,-33.99816667,21.93
AMMY2100804,-34.40316667,20.59116667
AGRY2112181,-33.83733333,24.22466667
AGRY2112187,-33.85683333,24.2275
AGRY3103006,-34.036,22.12583333
AMMY3093005,-33.64033333,21.33733333
AMMY3093017,-33.61933333,21.29783333
AMMY3100118,-33.81583333,21.885
AMMY3103122,-33.93783333,20.26616667
AMMY3111306,-34.209,19.551
GEKY2102603,-33.47066667,23.51833333
AMMY0121520,-33.68466667,23.24783333
CBE92050306,-34.20766667,18.83233333
AJT92102107,-34.2005,19.171
APE92120502,-33.63283333,19.10433333
CBE93011702,-34.21216667,18.45316667
AJT93032004,-34.145,18.39083333
TLE93010218,-34.15216667,18.38783333
WIJ93070403,-34.0925,18.405
PVR94021903,-33.99933333,18.36283333
PVR94021905,-34.00666667,18.35683333
PVR94031403,-34.02566667,18.895
WIJ94043001,-32.81,19.21
NSC94090705,-34.073,18.36666667
OUT94110511,-33.3045,22.3975
OUT94111205,-33.83333333,22.36666667
OUT94111209,-33.82666667,22.35333333
NSC94120502,-34.0255,18.37666667
AKS94122006,-34.42566667,20.63716667
JAT95010601,-34.40133333,19.30216667
PVR95011403,-33.97433333,19.3775
PVR95011405,-33.97033333,19.37683333
PVR95011418,-33.98416667,19.38383333
JAT95012201,-34.27033333,18.38866667
PVR95030202,-33.95666667,18.3985
FPA95040101,-34.3175,19.42466667
OUT95030403,-33.94666667,21.25833333
FBH95101801,-34.2685,18.4655
FBH95101802,-34.27633333,18.4715
FBH95101803,-34.28083333,18.4705
FBH95101805,-34.3005,18.46133333
FBH95101808,-34.34466667,18.4715
FBH95110104,-32.54016667,19.228
FBH95110107,-32.5365,19.19683333
FBH95110306,-32.53133333,19.2285
FBH95110308,-32.5225,19.2225
FBH95111903,-34.21183333,18.44833333
NSC95120304,-34.02416667,18.39583333
PVR95120602,-33.34666667,19.53083333
PVR96011303,-33.99466667,18.95633333
CNR96031107,-34.2045,18.37883333
FBH96050101,-34.16216667,18.3655
FBH96050102,-34.164,18.35866667
FBH96052901,-34.26516667,18.46083333
FBH96081101,-34.14883333,18.38733333
FBH96091301,-34.14466667,18.38333333
FBH96091302,-34.14366667,18.37633333
FBH96091303,-34.1445,18.37316667
PVR97022006,-34.26366667,19.265
COJ97032106,-32.2545,19.14466667
COJ97032301,-32.40133333,19.2355
AGR97040630,-31.8415,18.729
WIJ97032113,-32.21716667,19.11833333
CSS97122306,-33.959,18.4365
CSS97122601,-34.30233333,18.45866667
CSS97112919,-34.54916667,19.6915
CSS97113012,-34.60766667,19.9635
OUT97100406,-33.9575,21.54383333
OUT97100407,-33.95083333,21.54333333
SMR98012802,-34.214,19.17683333
SAS96121405,-33.34016667,20.471
SAS98030103,-34.43383333,20.72633333
OUT98050904,-33.391,22.60433333
WIJ98121604,-34.09833333,18.41666667
WIJ98122602,-34.145,18.42416667
WIJ99020701,-34.375,19.235
JID99012704,-33.64733333,19.09033333
PVR99040704,-34.21366667,18.44966667
JID99030403,-33.27483333,19.06583333
JBB94010102,-33.61916667,23.73166667
OUT98013108,-33.83733333,22.7205
LKA99120903,-32.745,18.685
WIJY0031101,-34.22083333,19.42666667
TLE98022105,-34.15433333,18.34116667
WIJY0101419,-34.31666667,18.965
AMMY0090809,-34.554,19.742
AMMY0090709,-34.07183333,19.78816667
OUTY0092501,-32.15583333,19.03283333
AMMY0101307,-34.10683333,21.88
WIJY1020302,-34.05,18.87533333
JIDY1011714,-33.75233333,19.1455
JIDY1021401,-33.20083333,19.272
SGAY1011701,-33.50866667,19.51716667
WIJY1031008,-33.75533333,19.07
SGAY0122817,-33.74766667,25.06183333
AGRY1032924,-33.25583333,25.23983333
SGAY1012004,-34.304,20.96683333
PINY1020709,-33.28783333,20.6215
AMMY1022811,-34.62166667,19.75433333
AGRY2011927,-33.94466667,23.43366667
AMMY2021509,-33.573,18.79566667
AGRY2092722,-34.07166667,21.90866667
AMMY3103101,-33.98033333,20.3705
AMMY3103128,-33.923,20.264
GEKY2102614,-33.469,23.4865
AMMY2112133,-33.7775,24.157
AMMY3112715,-32.5235,19.10866667
AMMY3112733,-32.573,19.11733333
AMMY3112734,-32.577,19.11733333
APE92080407,-34.50683333,19.7215
APE92091203,-34.23566667,19.02683333
AJT92110801,-34.21666667,19.1725
TLE93010202,-34.14616667,18.39533333
AGR93051518,-34.41616667,19.63983333
CBE93032101,-33.7255,18.94833333
WIJ93052106,-33.99333333,19.53666667
AJT93102402,-32.7865,18.64716667
AJT93102505,-32.92966667,19.03983333
AJT93103006,-33.99533333,19.528
GEH93110712,-33.33783333,19.08633333
GYC93102206,-34.05366667,18.8785
APE93121201,-33.5375,19.12083333
WIJ94013101,-34.35333333,18.91833333
TLE94070511,-34.27433333,18.456
AKS94091311,-32.41933333,19.123
JID94101603,-34.2315,18.4105
JID94101701,-33.9585,18.425
ASP94100824,-33.31133333,21.31666667
ASP94100926,-33.387,21.49233333
ASP94100931,-33.37433333,21.49783333
AJT94102902,-33.75383333,19.06983333
AJT94102905,-33.71183333,19.07216667
AJT94102906,-33.70316667,19.07216667
AJT94102907,-33.72316667,19.09416667
AWA94102501,-33.86533333,22.303
TLE94110603,-33.96283333,18.39633333
AJT94111903,-33.914,19.14316667
AJT94111906,-33.92033333,19.161
WIJ94111408,-33.055,19.33
WIJ95032405,-34.035,24.39166667
WIJ95032406,-34.03166667,24.38666667
WIJ95032504,-33.83333333,22.64666667
AJT95042807,-34.68983333,19.90683333
AJT95043018,-34.73333333,19.89233333
AJT95043021,-34.73,19.9065
WIJ95042215,-32.54,19.27666667
PVR95051703,-34.06,18.3805
GEH95061603,-33.28733333,19.22683333
WIJ95032609,-34.22,21.56166667
TLE95091601,-34.00583333,18.40583333
TLE95091004,-34.1455,18.42583333
OUT95061706,-33.33083333,20.597
WIJ95102112,-32.50166667,19.115
WIJ95102203,-32.43833333,19.06
OGM95120102,-33.98916667,18.95716667
WIJ95112809,-34.34833333,21.75166667
WIJ95112816,-34.25333333,21.49833333
WIJ96010107,-33.425,19.43833333
WIJ96010701,-34.35416667,18.93
OUT96012704,-33.66583333,22.965
NSC96012705,-33.98966667,18.92216667
NSC96031419,-34.00366667,24.25783333
AJT96050303,-33.67066667,24.79366667
OUT96050105,-33.81066667,23.128
CHE96082104,-34.022,19.22
AJT96090203,-33.73016667,18.9355
AJT96090211,-33.709,18.93016667
AJT96090213,-33.71083333,18.9205
AJT96090220,-33.73366667,18.9205
NSC96072702,-34.62166667,19.79216667
NSC96102004,-34.31166667,19.28333333
DJL96092305,-34.241,19.01783333
OUT96110211,-33.9885,21.46016667
PVR96111303,-33.92233333,18.973
SMR96110703,-33.4865,19.22416667
TLE96092901,-34.09083333,18.4275
SMR96090504,-33.50233333,19.07166667
SMR96090513,-33.5005,19.0365
WIJ97030118,-34.42166667,20.63166667
VIB97032108,-32.25766667,19.161
AJT97040301,-34.20766667,21.6855
PVR97042610,-34.44683333,19.61116667
WIJ97032111,-32.24633333,19.12666667
WIJ97042801,-33.58083333,19.665
WIJ97042803,-33.575,19.67833333
JAT97051106,-34.14366667,18.39116667
WIJ97080912,-32.69,19.17166667
WIJ97101103,-33.47666667,19.12833333
PVR97112801,-33.89783333,19.1575
JID97120901,-32.534,19.24733333
WIJ98011101,-34.15666667,18.38666667
TLE97050402,-34.31866667,18.96283333
WIJ98031509,-33.00166667,19.235
JAT97113004,-32.38516667,19.25216667
JAT97113007,-32.34283333,19.21833333
SAS98022810,-34.4275,20.64616667
KEH98091108,-34.541,19.79316667
GEH98092604,-33.43733333,19.14233333
GRV98102202,-33.28016667,20.52916667
WIJ99011302,-34.08333333,18.4025
WIJ99020602,-34.37833333,19.23
GED99102201,-33.9455,18.4
SAS99092404,-33.0535,19.13833333
LKA99110401,-33.6905,19.10216667
TLE97082408,-34.151,18.391
AMM99112903,-34.223,18.83916667
GED99102704,-34.36166667,18.825
GED99102706,-34.35333333,18.81666667
PVRY0030102,-34.25633333,18.468
TLEY0022506,-32.10316667,19.0605
WIJY0072204,-33.9875,18.93333333
JIDY0072904,-34.1315,18.949
LKAY0012902,-33.55633333,19.34516667
LKAY0011303,-33.0455,19.1215
LKAY0011304,-33.03866667,19.128
OUTY0092604,-32.67083333,18.5015
WIJY0102001,-34.45666667,19.84166667
WIJY0102818,-33.02066667,19.12933333
AWAY0102006,-32.73533333,19.21133333
AWAY0102605,-33.34183333,19.62966667
GEKY0101305,-34.10683333,21.8745
GEKY0101310,-33.89216667,21.74616667
SASY0111102,-32.972,19.15916667
OUTY0102209,-33.63266667,22.59733333
PVRY1011406,-34.0345,18.32916667
TLEY1010201,-34.32883333,18.99583333
TLEY1010303,-34.31216667,18.82566667
WIJY1020301,-34.05333333,18.87533333
TLEY0112601,-34.057,18.87166667
TLEY0112605,-34.04216667,18.87633333
TLEY0112612,-34.04883333,18.87516667
AMMY1020612,-33.24183333,20.30266667
AMMY0121202,-33.7775,23.33883333
OUTY1022404,-33.598,23.35666667
AMMY0121106,-33.84733333,23.24833333
SGAY0122816,-33.759,25.05
TLE97102602,-33.74,19.086
SGAY1012008,-34.3495,20.8555
SGAY1012107,-34.40083333,20.75383333
SASY1012005,-34.3325,20.98233333
SASY1012105,-34.387,20.68716667
SASY1012107,-34.39766667,20.7385
AMMY2100802,-34.4185,20.56833333
AGRY2112171,-33.8185,24.178
AGRY2112172,-33.819,24.18283333
AGRY2112191,-33.864,24.23283333
AGRY2112194,-33.87883333,24.2355
AGRY2112196,-33.88416667,24.25
AGRY2112197,-33.8865,24.2565
AMMY2103018,-33.859,21.81
AMMY2092603,-34.336,21.04566667
AMMY2111423,-33.63333333,19.995
WIJ92032802,-33.99166667,18.41666667
APE93022504,-34.446,19.78333333
GYC93020501,-34.03916667,18.8735
AJT93032005,-34.14766667,18.39666667
WIJ93020302,-34.22,19.175
WIJ93052205,-34.00833333,19.57833333
CBE93090502,-33.95333333,18.4005
AJT93103002,-34.01083333,19.54083333
PVR94021901,-34.00933333,18.38166667
TLE94022004,-34.03733333,18.87433333
APE94080707,-34.02566667,18.39833333
TLE94111202,-34.0135,18.34833333
WIJ94111903,-34.23833333,19.11333333
PVR94120101,-34.09933333,18.464
PVR95011417,-33.9815,19.36833333
WIJ95011402,-33.978,19.38233333
FBH95101809,-34.34633333,18.476
FBH95110102,-32.54016667,19.254
FBH95110103,-32.54166667,19.23783333
FBH95110105,-32.53666667,19.21716667
FBH95110304,-32.53183333,19.26566667
PVR95111602,-34.09516667,18.45816667
GYC95111402,-34.22683333,18.84616667
WIJ95120110,-34.06666667,20.46
WIJ96030303,-33.97166667,18.38416667
QTS96032005,-33.67033333,25.15166667
QTS96032006,-33.66616667,25.15966667
QTS96031906,-33.69366667,25.092
OUT96032311,-33.8455,22.46616667
NSC96022802,-33.81083333,18.82083333
NSC96031418,-34.00616667,24.24683333
FBH96081102,-34.14866667,18.3785
GEH96033004,-33.48333333,19.14616667
PVR96100604,-34.17016667,18.87683333
PVR96110707,-33.48433333,19.2275
PVR97010201,-33.95033333,19.17633333
OUT97030801,-33.85666667,22.42233333
JID97032402,-34.0345,18.3275
AJT97040402,-34.13933333,21.94766667
AJT97040405,-34.10733333,21.8775
OUT97040502,-33.62,22.56933333
CSS97122304,-33.95233333,18.43983333
CSS97112917,-34.53283333,19.71366667
WIJ98031407,-32.8375,19.45
OGM98032602,-34.16,19.225
BMJ98042602,-33.715,23.94666667
JAF98030607,-33.53416667,20.59383333
OGM98041202,-32.53416667,19.24166667
JBB97121806,-33.42016667,21.60166667
OUT98050901,-33.38866667,22.60633333
WIJ98122603,-34.14666667,18.42833333
WIJ98122604,-34.14833333,18.43083333
JID99012703,-33.66083333,19.093
PVR99040801,-33.95083333,18.44816667
PVR99040802,-33.95,18.44366667
TLE97101801,-34.05,18.87483333
TLE99011701,-34.14333333,18.329
TLE99011703,-34.1505,18.32866667
TLE99011705,-34.14633333,18.32983333
SJKY0012002,-34.36166667,18.822
AMM99112902,-34.19683333,18.82383333
OUTY0032502,-33.684,23.14983333
TLEY0022502,-32.1585,19.0365
AMMY0090704,-34.06866667,19.7295
AMMY0101306,-34.10533333,21.9135
AMMY0102911,-31.67566667,19.111
OUTY0110503,-34.23683333,18.40933333
AMMY0101301,-34.182,22.12
AMMY0101302,-34.182,22.0825
SASY0111203,-32.94316667,19.20316667
WIJY0122402,-34.07166667,24.46083333
AMMY0112218,-32.84866667,19.34466667
AGRY0123105,-33.69316667,23.23766667
TLE98030102,-34.27216667,18.46566667
TLEY0021211,-34.0385,18.86933333
SGAY0123101,-33.61666667,23.186
OUTY1011307,-34.001,21.44316667
OUTY1011308,-34.00383333,21.44616667
AGRY1030421,-33.71383333,19.23616667
WIJY1030311,-33.95333333,18.40133333
WIJY1030312,-33.95283333,18.40416667
PINY0121510,-33.70183333,23.33166667
PINY0122810,-33.63283333,24.8445
AGRY1030865,-34.2185,21.399
PINY1012006,-34.34683333,20.99033333
PINY1012101,-34.36616667,20.628
SGAY1030803,-34.09783333,21.42316667
AMMY1022815,-34.67066667,19.7135
AGRY2011725,-34.078,23.23333333
MURY2022601,-34.20533333,18.45216667
MURY2022207,-34.6545,19.74933333
MURY2022209,-34.55366667,19.74083333
AGRY2092727,-34.091,21.91083333
AMMY2103023,-33.855,21.7885
APE92052802,-33.423,21.00633333
APE92052806,-33.4285,21.02366667
APE92053105,-33.30983333,20.38233333
APE92080320,-34.39183333,20.67033333
CBE92092504,-33.8,24.95
APE92101003,-33.537,19.33016667
APE92111405,-33.52166667,19.15533333
APE93042504,-34.3265,18.99516667
CBE93042401,-33.43766667,19.40583333
SHS93052701,-33.8915,22.0215
AJT93100207,-33.89183333,19.16016667
AKS93120108,-34.014,19.7285
AKS93120109,-34.01083333,19.7215
AKS93120110,-33.9915,19.73716667
GYC93101402,-34.1955,18.8225
GYC93102902,-34.05366667,18.85483333
AJT94102204,-34.11366667,19.22983333
AJT94102205,-34.119,19.22783333
AJT94101006,-33.97333333,20.70666667
ASP94100930,-33.3775,21.496
AKS94101207,-34.495,19.49516667
AKS94101209,-34.50533333,19.49083333
AKS94101210,-34.50533333,19.48766667
AJT94111915,-33.8005,19.43816667
WIJ94111813,-33.29666667,19.44333333
WIJ94111820,-34.17166667,19.23
AJT94111911,-33.94766667,19.29916667
JAT94121801,-32.63416667,19.15666667
WIJ95010403,-34.33,19.07166667
WIJ95011505,-34.022,19.3575
AJT95031804,-33.36716667,21.45433333
AJT95031805,-33.36716667,21.45533333
AJT95031901,-33.36733333,21.46133333
AJT95031903,-33.36933333,21.45833333
AJT95031906,-33.37066667,21.46766667
AJT95031912,-33.36783333,21.50866667
AJT95032105,-33.94683333,21.22716667
AJT95032107,-33.95,21.229
WIJ95031803,-34.14833333,24.63333333
WIJ95032510,-33.84,22.69
AJT95042805,-34.68633333,19.90983333
WIJ95032607,-34.22166667,21.61333333
WIJ95041802,-33.36666667,21.50333333
GEH94121801,-33.649,19.2795
GEH94121802,-33.58066667,19.22533333
ASP95051704,-34.0925,18.88916667
OUT95072909,-34.37433333,21.71366667
TLE95082701,-34.26966667,18.4655
WIJ95092404,-34.63833333,19.92666667
WIJ95092504,-34.67066667,19.771
JAT95090503,-33.65266667,24.50316667
JID95092101,-34.09316667,18.42466667
OUT95092502,-34.7375,19.89783333
JID95092804,-34.32033333,19.15966667
WIJ95102202,-32.44833333,19.06833333
NSC95092401,-34.627,19.93966667
GYC95111601,-34.19016667,18.40533333
WIJ95111801,-32.73166667,19.20333333
AKS95120902,-34.4045,19.1935
NSC95110802,-33.637,19.292
WIJ95112404,-33.99,20.995
WIJ95112502,-34.32,21.47
WIJ95112611,-34.27333333,21.25166667
GEH96010101,-33.36666667,19.29283333
APE95102604,-32.15366667,19.03116667
WIJ96040803,-33.45166667,21.23833333
OUT96051102,-33.37333333,21.45533333
NSC96053005,-32.8815,18.11616667
APE96060501,-33.3275,20.678
PVR96082205,-34.1565,18.914
PVR96082206,-34.16033333,18.9055
SMR96072405,-34.05233333,19.18283333
PVR96082802,-33.73866667,19.08066667
PVR96082803,-33.73783333,19.08383333
AJT96090206,-33.72183333,18.93833333
NSC96082103,-34.018,19.21116667
DJL96091302,-34.16716667,19.54216667
PVR96110702,-33.49416667,19.23433333
CHE96103001,-34.13416667,18.91766667
CHE96111307,-34.02616667,18.93283333
OUT96110209,-33.99683333,21.4645
SMR96081502,-34.29633333,19.35383333
SMR96103001,-34.1325,18.91283333
SMR96110705,-33.47966667,19.21183333
PVR97010203,-34.11366667,19.23066667
GEH96121102,-33.40266667,19.11866667
SMR96090509,-33.48966667,19.05316667
SMR96090514,-33.49666667,19.063
OUT97030809,-33.87116667,22.39416667
AJT97040413,-33.6995,21.6435
JAT97051104,-34.14816667,18.38033333
PVR97110203,-33.91583333,18.98616667
PVR97112805,-33.88366667,19.1535
JID97120902,-32.53733333,19.2305
PVR98031104,-34.26583333,18.458
WIJ98031502,-32.94,19.19166667
DJL98032502,-33.341,19.09783333
OGM98032604,-34.115,19.23333333
AGR98040406,-33.823,22.16283333
WIJ98051702,-33.96333333,21.12416667
WIJ98080210,-33.42083333,19.68166667
JID98100202,-32.935,19.045
WIJ98050313,-33.75666667,19.11166667
GEH98080902,-33.45333333,19.09183333
GEH98081001,-33.47416667,19.138
IVM98102802,-33.85533333,22.18383333
GRV98102204,-33.2795,20.5405
GRV98102305,-33.3905,21.4075
WIJ98112506,-34.04666667,19.98083333
IVM98103008,-34.20766667,21.543
SAS98092606,-33.9095,20.78766667
PMR98120503,-32.50633333,18.83333333
SAS98120501,-32.49766667,18.82266667
WIJ99030110,-34.06833333,23.07916667
WIJ99031108,-33.82166667,22.205
WIJ99031003,-33.625,22.93833333
WIJ99031014,-33.80083333,22.42833333
JAT99051601,-32.68333333,19.2295
JID99072102,-33.91483333,18.76716667
PVR99092403,-33.04983333,19.13033333
SAS99080704,-33.686,19.82533333
PVR99092904,-34.2195,18.42516667
PVR99100603,-34.07983333,18.39683333
PVR99101302,-33.9555,18.41266667
PVR99101306,-33.9515,18.403
PVR99102001,-34.04933333,18.32716667
SAS99092401,-33.04933333,19.08916667
SAS99092402,-33.04283333,19.10816667
PVR99111601,-34.08883333,18.44933333
TLE97083102,-34.21883333,18.414
GED99102708,-34.35083333,18.82333333
OUTY0010803,-33.36833333,21.765
WIJ99121503,-34.275,19.01
TLE97083114,-34.22133333,18.41216667
AGRY0070242,-33.75533333,25.10583333
JIDY0052408,-34.451,19.83666667
JIDY0072608,-34.05083333,19.42316667
JIDY0072902,-34.14,18.94033333
LKAY0011301,-33.0405,19.10583333
OUTY0092302,-32.06733333,18.92833333
OUTY0092606,-32.73333333,18.57783333
GEKY0101503,-33.93516667,21.39633333
TLEY0092504,-32.21533333,19.092
WIJY0102813,-33.00416667,19.11833333
AWAY0102306,-32.66383333,19.18766667
AWAY0102603,-33.33916667,19.63983333
JIDY0110215,-32.63166667,19.1625
AMMY0112102,-33.07616667,19.335
AMMY0112110,-32.9025,19.29566667
TLE98040604,-34.3155,18.827
TLEY1010304,-34.3095,18.8235
TLEY0021209,-34.02966667,18.87316667
TLEY0112603,-34.04933333,18.86883333
JIDY1011708,-33.49816667,19.47416667
JIDY1011713,-33.51833333,19.49833333
SGAY1032706,-33.28266667,25.7275
WIJY1032404,-33.97533333,19.28383333
SASY1012111,-34.42383333,20.85433333
AMMY1022814,-34.63066667,19.73666667
AMMY2022208,-34.6585,19.74566667
AGRY2092752,-34.03466667,22.03983333
AGRY2112161,-33.788,24.158
AGRY2112180,-33.83516667,24.21883333
AGRY2112198,-33.8905,24.25916667
AMMY2103025,-33.85833333,21.77716667
GEKY2102610,-33.44766667,23.49466667
AMMY2092721,-34.02566667,22.04066667
AMMY2103119,-33.68883333,21.375
PVR92070204,-33.94916667,18.43
CBE93031402,-34.26166667,18.46333333
WIJ93020605,-34.08333333,19.61333333
AJT93041803,-34.0365,18.32416667
KCK92122204,-33.97116667,23.57666667
KCK92122205,-33.97383333,23.57416667
AJT93050111,-34.2675,18.45933333
PVR93053002,-34.10516667,18.40583333
SHS93050502,-33.887,21.91283333
DJL93083001,-34.037,18.8715
JAT93071201,-34.08466667,23.24133333
CAR93082903,-32.33733333,19.214
DOA93110104,-33.41733333,21.39083333
NOG94011601,-33.76983333,25.15316667
WIJ94052102,-33.95833333,18.42
PVR94060202,-34.42966667,19.64483333
PVR94072701,-34.01933333,18.40033333
AWA94112503,-33.86483333,22.30483333
NOG94081201,-33.98016667,25.515
AKS95032807,-34.369,21.75816667
AKS95032808,-34.372,21.764
AKS95032812,-34.3185,21.50133333
CVV95041702,-34.21566667,18.46083333
ROO95061310,-33.71583333,21.46933333
NSC95070101,-34.078,18.3715
PVR95092101,-34.20766667,18.453
PVR95092202,-34.3075,19.41833333
RDF95101402,-33.62233333,22.60083333
NSC95110801,-33.64083333,19.29566667
WEL95111608,-33.6865,19.11616667
JAT96032201,-34.30583333,18.40866667
MJY95120602,-33.83666667,25.04166667
LYM96041601,-34.04816667,18.3285
LYM96041602,-34.036,18.3275
CVV96032408,-34.19166667,18.38333333
FBH96060901,-34.14416667,18.335
FBH96061901,-33.90566667,18.77933333
FBH96072102,-34.14633333,18.4245
NSC96072704,-34.64766667,19.78616667
WIJ97040502,-33.83833333,24.93333333
OUT97100404,-33.96016667,21.55266667
LYM98030507,-34.3415,19.45666667
SMR98052809,-33.67066667,19.74416667
WEL98042002,-33.495,19.257
VCH98052911,-33.63466667,19.66633333
WAN98051403,-33.46533333,19.06283333
LYM99022510,-33.73066667,19.07416667
SMR99052011,-34.5455,19.86433333
VCH99060905,-32.83866667,18.69566667
AGR99090901,-33.80383333,22.4855
LKA93040804,-34.18383333,18.375
LKA99110404,-33.69816667,19.1305
OUTY0040204,-33.76983333,23.7365
KEXY0051301,-33.36166667,26.51466667
DJLY0052405,-34.45233333,19.80783333
AGRY0072606,-34.057,19.42466667
AGRY0123019,-33.475,23.86283333
WIJY0122811,-33.59166667,24.39
SGAY1010602,-33.99233333,20.76716667
PINY0121403,-33.8865,23.1635
SGAY1011712,-33.52066667,19.48766667
SGAY0122809,-33.63733333,24.78283333
BHAY0122801,-33.84016667,24.93266667
BHAY0122809,-33.6325,24.858
WMP99032001,-33.419,19.43816667
SGAY1030610,-34.00566667,21.17316667
SGAY1030616,-33.99183333,21.23216667
IEBY1032201,-34.045,19.16566667
AGRY1072903,-34.12616667,18.44133333
AGRY1072904,-34.122,18.43866667
AGRY2041907,-33.7765,20.1075
AGRY2041909,-33.77816667,20.10266667
AGRY2041910,-33.7785,20.09616667
AGRY2053038,-33.4185,21.9605
AGRY2053111,-33.36266667,22.46466667
AGRY2082702,-34.00133333,19.36233333
AGRY3100823,-33.4225,22.18916667
WMPY2022103,-34.57966667,19.48333333
APE92050916,-34.23066667,18.39466667
WIJ92082902,-33.97333333,18.385
DOA92112606,-33.34866667,22.01433333
WIJ92121609,-34.32666667,19.31166667
APE93050935,-33.99366667,18.95583333
RAA93042201,-33.74416667,21.90266667
TJB93101201,-33.7045,21.92533333
TJB94051601,-33.7365,21.88866667
PAP94081701,-34.36166667,18.86166667
CNR95083103,-34.338,18.464
WEL95111702,-33.6225,19.101
MCG96081504,-33.96666667,24.86766667
MCG96081804,-33.8525,25.19933333
AGR97010302,-34.07033333,20.45333333
AGR97022620,-33.72566667,23.2505
MCG97040302,-34.34166667,21.87166667
AGR97040617,-31.804,18.69466667
MCG97052502,-33.8865,25.20483333
OUT97052403,-33.45266667,22.66933333
IVM98040505,-33.4735,20.58333333
RTS98060901,-33.3905,22.394
MCG98111501,-33.6045,24.81766667
AGR98121712,-33.28283333,19.49083333
RTS99011301,-33.406,21.87016667
JAF99021102,-33.44466667,22.5995
JAF99021103,-33.43716667,22.59666667
OUT99041701,-33.69233333,21.64183333
WMP99060606,-33.555,19.77866667
CWR99072002,-32.37116667,19.05366667
CWR99072004,-32.36666667,19.048
WMP99080801,-33.58366667,19.6335
MCGY0011308,-33.99083333,24.62416667
MCGY0040205,-33.77166667,23.73983333
JAFY0030803,-33.3365,22.4145
OUTY0042201,-33.66583333,22.96
CWRY0021701,-32.485,19.102
AGRY1010605,-33.99683333,20.7425
AGRY1030403,-33.73566667,19.17666667
AGRY1030404,-33.7405,19.175
AGRY1022809,-34.55083333,19.91416667
AGRY1022812,-34.563,19.8565
MCGY1032301,-33.87066667,19.32416667
AGRY1103116,-33.773,19.3775
AGRY1103119,-33.76533333,19.3775
AGRY1103120,-33.76433333,19.38333333
AGRY1052708,-34.0775,18.3895
AGRY3103106,-33.9695,20.33766667
DOAY2092708,-34.04866667,21.85
MAJ92041901,-33.99333333,19.19616667
AGR92051001,-34.23433333,18.40966667
AGR92051004,-34.23966667,18.40166667
NAH92060606,-32.954,19.19133333
WIJ92101002,-33.55833333,19.34333333
WIJ92121612,-34.29833333,19.42166667
NOG93052302,-33.69,24.96916667
RAA93051305,-33.73833333,21.91933333
